FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2013
05/03/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,19:00,URB. ANTIGUO HIPÓDROMO DE TECHO E-8,URBANA,FRENTE CENTRO COMERCIAL,NO REPORTADA,VEHICULO,A PIE,29,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
05/03/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:30,BUENA VISTA E-1,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,VEHICULO,68,MASCULINO,SOLTERO,PENSIONADO,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,835,000",1
05/03/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00,VILLA DEL PRADO NVA E-11,URBANA,CASAS DE HABITACION,NO REPORTADA,A PIE,VEHICULO,43,MASCULINO,UNION LIBRE,PENSIONADO,NO REPORTADA,SECUNDARIA,COLOMBIA,"20,550,000",1
05/03/2013 12:00:00 AM,SANTANDER,GIRÓN,Martes,15:00,POBLADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,A PIE,29,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"20,517,000",1
05/03/2013 12:00:00 AM,VALLE,PRADERA,Martes,16:50,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,43,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,TECNOLOGO,COLOMBIA,"86,885,000",1
05/03/2013 12:00:00 AM,VALLE,PRADERA,Martes,16:50,-,RURAL,FINCAS Y SIMILARES,NO REPORTADA,A PIE,NO REPORTADA,36,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,TECNOLOGO,COLOMBIA,"25,815,000",1
08/03/2013 12:00:00 AM,ANTIOQUIA,ITAGUI,Viernes,16:00,VDA. EL PORVENIR,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,ANALFABETA,COLOMBIA,"27,073,000",1
10/03/2013 12:00:00 AM,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Domingo,12:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"27,001,000",1
10/03/2013 12:00:00 AM,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Domingo,12:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,7,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"81,300,000",1
10/03/2013 12:00:00 AM,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Domingo,12:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,A PIE,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"73,001,000",1
