Departamento,Municipio, L.1 Transparencia,L.2 Colaboración,L.3 Participación, Promedio indicadores de proceso TIC para Gobierno abierto,RC1.Porcentaje de conjuntos de datos abiertos estratégicos publicados,Número de aplicaciones o de publicaciones generadas a partir de datos abiertos,Número de soluciones implementadas a colaboracion que hacen uso de medios electrónicos,Porcentaje de ejercicios de consulta o toma de decisiones  en los que se hizo uso de medios electrónicos,Promedio indicadores de resultado TIC para Gobierno abierto,Gobierno abierto,Porcentaje de trámites y servicios en línea que cuentan con caracterización de los usuarios,Porcentaje de trámites y servicios en línea que cumplen los criterios de accesibilidad,Porcentaje de trámites y servicios en línea  que cumplen los criterios de usabilidad,Porcentaje de trámites y servicios en línea que fueron promocionados,L.4 Servicios centrados en el usuario,"Cuenta con un sistema web para la recepción, trámite y respuesta de PQRD","Cuenta con un sistema móvil para la recepción, trámite y respuesta de PQRD",Cuenta con un sistema integrado  de PQRD, L.5 Sistema integrado de PQRD,Porcentaje de certificaciones y constancias disponibles en línea,Porcentaje de trámites y servicios disponibles en línea,Porcentaje de trámites y servicios en línea integrados a alguna ventanilla única, L.6 Trámites y servicios en línea,Promedio indicadores de proceso TIC para Servicios ,Satisfacción con los trámites y servicios en línea,Porcentaje de transacciones en línea,Promedio indicadores de resultado TIC para Servicios,TIC para servicios,Cumpliento del plan estratégico de TI,Cumplimiento con el alcance del plan estratégico ,Cumplimiento con el monitoreo y evaluación de la estrategia de TI,Cumplimiento con el catálogo de servicios de TI,Cumplimiento con el direccionamiento estratégico de TI,L.7 Estratégia de TI,Cumplimiento con el esquema de gobierno de TI,Cumplimiento con la optimización de  compras públicas  de TI,Cumplimiento en la aplicación de buenas prácticas para la gerencia de proyectos TI,Cumplimiento con la transferencia de conocimiento por parte de proveedores,L.8 Gobierno de TI,Cumplimiento de gestión de componentes de información,"Catálogo de componentes de información (datos, información, servicios y flujos de información.",Plataforma de Interoperabilidad.,"Mecanismos  de aseguramiento, control, inspección y             mejoramiento de la calidad de los componentes de información",L.9 Información,Cumplimiento con la gestión derechos de autor,Cumplimiento con las recomendaciones de estilo y Usabilidad,Cumplimiento de los sistemas de información con la apertura de datos,Cumplimiento con el ciclo de vida de los sistemas de información,Cumplimiento con el seguimiento a etapas del ciclo de vida,"Auditoría, seguridad, privacidad y trazabilidad de los sistemas de información",L.10 Sistemas de Información,Cumplimiento con la arquitectura de servicios ,Cumplimiento con la metodología para adquisión de servicios tecnológicos,Cumplimiento con el programa de disposición final de residuos tecnológicos,Cumplimiento con mecanismos de monitoreo de los servicios tecnológicos,Cumplimiento con el soporte y mantenimiento de los servicios tecnológicos,Cumplimiento con la gestión de la calidad y seguridad de servicios tecnológicos ,L.11 Servicios Técnologicos,Cumplimiento de la estrategia de uso y apropiación ,L.12 Uso y apropiación,Cumplimiento con la iniciativa de uso eficiente del papel,Cumplimiento con la gestión de documentos electrónicos,Cumplimiento con la automatización de procesos y procedimientos internos,L.13 Capacidades institucionales,Promedio Indicadores de proceso TIC para la Gestión,RC3.1*,RC3.2*,RC3.3*,RC3.4*,RC3.5*,RC3.6*,Promedio indicadores de resultado TIC para la Gestión*,TIC para la Gestión TI,Diagnostico Seguridad y Privacidad de la Información,La entidad establece y documenta las  políticas del MSPI.,"La entidad establece procedimientos, roles y responsabilidades dentro del MSPI",La entidad realiza el inventario de activos de información,La entidad gestiona los riesgos de seguridad y privacidad de la información.,"La entidad genera planes de comunicación, sensibilización y capacitación en seguridad de la información",L. 14Definición del marco de seguridad y privacidad de la información y de los sistemas de información,Debilidades de Implementación en el MSPI,La entidad implementa el plan de tratamiento de riesgos de seguridad y privacidad de la información,Se divulga y capacita a los funcionarios sobre las temáticas del modelo de gestión de seguridad de la información establecido para la entidad,TL15 Implementación del plan de seguridad y privacidad de la información y de los sistemas de información,"La entidad cuenta con actividades para el seguimiento, medición, análisis y evaluación del desempeño de la seguridad y privacidad con el fin de generar los ajustes o cambios pertinentes y oportunos.",La entidad revisa e implementa acciones de mejora continua que garanticen el cumplimiento del plan de seguridad y privacidad de la Información.,L16Monitoreo y mejoramiento continuo,Promedio indicadores de proceso Seguridad y Privacidad de la Información,R4.1 dentificación de activos críticos de información*,R4.2 Gestión vulnerabilidades*,R4.3 Remediación *,Promedio indicadores de resultado Seguridad y Privacidad de la Información*,Seguridad y Privacidad de la Información,ÍNDICE GEL
Antioquia,Anorí,51,100,100,84,0,0,100,100,50,67,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,0,0,0,0,100,0,25,30,0,0,33,16,100,50,100,25,0,50,54,0,50,100,30,0,0,30,60,60,67,50,100,72,37,0,0,0,0,0,100,17,27,0,58,0,38,29,13,23,0,50,100,50,75,100,88,53,100,NA,NA,100,77,52
Antioquia,Anzá,57,0,0,19,0,0,0,0,0,9,0,0,0,0,0,100,0,100,67,100,100,0,67,44,0,0,0,22,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,21,0,0,0,0,0,0,0,0,0,100,25,0,42,10,0,0,0,0,0,0,0,5,0,75,0,38,13,25,25,60,50,0,37,0,0,0,21,0,NA,NA,0,10,12
Antioquia,Puerto Berrío,31,100,100,77,0,100,100,100,75,76,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,0,0,17,0,100,100,54,0,0,100,0,25,0,50,0,0,0,0,8,0,50,0,0,67,0,19,50,50,100,50,100,83,34,0,0,0,0,0,0,0,17,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,NA,NA,0,0,34
Antioquia,Olaya,65,100,100,88,100,100,0,100,75,82,0,100,100,100,75,100,100,100,100,0,25,100,42,72,100,34,67,70,70,67,30,50,40,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,50,33,0,0,100,100,100,100,26,100,0,100,0,0,100,50,38,0,92,0,0,0,0,15,0,0,0,0,0,0,0,5,0,NA,0,0,3,48
Antioquia,Barbosa,18,0,0,6,0,0,0,0,0,3,0,100,100,0,50,100,0,100,67,100,25,100,75,64,100,0,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,25,0,50,100,0,33,0,31,0,0,33,0,0,11,10,0,0,100,0,0,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,18
Antioquia,Bello,54,100,100,85,0,0,100,100,50,67,25,25,25,50,31,100,100,100,100,0,100,0,33,55,70,100,85,70,0,0,0,0,40,8,67,100,100,100,92,0,0,0,0,0,100,100,0,25,0,50,46,0,100,100,0,100,0,50,50,50,100,100,100,100,49,0,100,100,100,100,100,83,66,0,8,0,13,8,63,15,0,50,50,33,13,67,40,29,100,NA,NA,100,65,67
Antioquia,Peque,99,100,100,100,100,0,100,0,50,75,100,100,100,100,100,100,0,100,67,0,25,0,8,58,0,0,0,29,0,0,0,0,0,0,17,50,0,100,42,30,0,100,17,37,100,25,100,25,0,0,42,0,50,0,0,33,0,14,60,60,100,50,75,75,38,0,100,0,100,0,100,50,44,50,8,100,38,17,38,42,20,50,25,32,0,33,17,30,0,50,100,50,40,47
Antioquia,Nechí,50,0,100,50,0,0,0,100,25,38,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,50,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,50,0,0,33,0,14,0,0,67,25,0,31,7,0,0,0,0,100,100,33,20,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,19
Antioquia,Argelia,92,100,100,97,100,100,100,100,100,99,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,50,0,44,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,34
Antioquia,NecoCalleí,58,100,100,86,0,0,100,100,50,68,0,100,100,0,50,100,0,100,67,75,50,100,75,64,50,0,25,44,0,0,0,50,0,10,100,0,100,100,75,0,0,0,0,0,100,75,100,0,0,0,46,0,100,0,0,67,0,28,50,50,100,100,0,67,39,0,0,100,100,100,0,50,45,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,NA,NA,0,0,39
Antioquia,Maceo,20,0,0,7,0,0,0,0,0,3,0,100,100,100,75,100,100,100,100,75,100,0,58,78,100,100,100,89,0,0,0,0,0,0,0,70,0,100,43,0,0,100,50,38,0,25,100,0,0,0,21,0,50,100,30,67,33,47,70,70,67,75,50,64,40,0,0,100,0,0,100,33,37,0,8,0,0,17,38,10,40,25,0,22,25,100,63,32,0,50,0,17,24,38
Antioquia,Liborina,34,0,0,11,0,0,0,100,25,18,0,100,100,0,50,100,100,100,100,0,25,100,42,64,70,95,83,73,0,0,0,0,40,8,0,50,0,0,13,0,0,0,0,0,0,50,100,0,0,0,25,0,50,0,0,67,0,19,0,0,100,50,75,75,20,0,0,0,0,0,100,17,18,0,0,0,0,0,0,0,40,0,25,22,0,0,0,7,0,NA,NA,0,4,28
Antioquia,Medellín,93,0,100,64,100,100,0,100,75,70,100,100,100,100,100,100,0,100,67,100,25,100,75,81,100,17,58,69,100,17,30,100,80,65,100,100,100,100,100,0,0,0,0,0,100,25,100,100,70,50,74,100,50,100,100,67,50,78,80,80,67,100,75,81,68,33,0,39,0,100,100,45,57,100,100,0,100,50,88,73,60,50,100,70,38,33,35,59,100,NA,100,100,80,69
Antioquia,Marinilla,89,0,100,63,100,100,0,100,75,69,0,100,100,100,75,100,100,100,100,0,25,75,33,69,100,100,100,85,70,67,100,0,0,47,100,100,100,100,100,0,0,0,0,0,100,100,100,75,0,50,71,100,100,100,100,100,67,94,60,60,100,100,75,92,66,100,0,60,83,29,100,62,64,0,100,100,0,67,38,51,0,25,50,25,38,100,69,48,0,NA,100,50,49,67
Antioquia,Murindó,38,0,100,46,0,0,0,0,0,23,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,25,0,36,5,0,0,0,100,0,0,17,11,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,NA,NA,0,0,10
Antioquia,Montebello,64,0,100,55,0,100,0,100,50,52,100,100,100,100,100,100,0,100,67,100,100,100,100,89,45,94,70,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,25,30,0,38,0,0,0,25,33,0,10,0,0,67,100,100,89,20,0,0,0,100,0,0,17,18,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,37
Antioquia,Nariño,76,0,100,59,100,0,0,0,25,42,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,8,54,44,0,0,0,0,0,0,0,0,0,0,0,70,50,100,33,63,100,50,100,75,0,0,54,0,50,0,0,67,0,19,0,0,83,50,75,69,29,0,0,0,0,0,0,0,15,0,67,0,0,0,88,26,40,0,100,47,0,67,33,35,0,NA,NA,0,18,29
Antioquia,Mutatá,97,0,100,66,100,0,0,100,50,58,0,100,100,100,75,100,0,100,67,25,75,0,33,58,100,100,100,79,0,0,0,0,40,8,67,50,100,100,79,100,100,100,0,75,100,50,100,25,0,50,54,50,50,100,0,100,33,56,60,60,67,100,100,89,60,0,0,0,0,0,100,17,38,50,100,100,100,33,75,76,40,50,50,47,38,100,69,64,0,NA,NA,0,32,52
Antioquia,Itagüí,100,100,100,100,50,100,100,100,88,94,100,100,100,100,100,100,100,100,100,75,50,100,75,92,100,100,100,96,70,83,30,100,80,73,83,50,100,100,83,30,75,0,0,26,100,75,100,75,30,50,72,100,50,0,100,100,50,67,80,80,83,100,100,94,71,75,100,13,100,100,100,81,76,0,100,100,100,33,75,68,60,13,25,33,50,100,75,59,0,NA,NA,0,29,74
Antioquia,Hispania,84,0,100,61,100,100,0,0,50,56,0,0,0,0,0,100,100,100,100,0,25,0,8,36,70,8,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,25,0,0,25,0,0,0,0,67,0,11,0,0,50,0,0,17,8,0,0,100,0,0,0,17,12,0,42,0,0,0,13,9,0,0,50,17,0,0,0,9,0,NA,0,0,4,27
Antioquia,Jardín,25,0,100,42,0,0,0,0,0,21,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,52,26,24,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,67,0,28,0,0,67,50,75,64,14,0,0,0,0,100,100,33,24,0,83,0,0,0,50,22,20,0,0,7,0,0,0,10,0,NA,NA,0,5,18
Antioquia,Ituango,51,0,100,50,0,0,0,0,0,25,0,75,75,0,38,100,0,100,67,0,25,0,8,38,100,100,100,69,0,0,0,0,40,8,0,0,100,100,50,0,0,0,33,8,100,50,100,75,0,0,54,50,50,100,75,100,0,63,60,60,100,75,50,75,45,0,0,33,100,100,100,56,50,0,8,0,38,8,25,13,20,50,50,40,13,67,40,31,0,NA,0,0,15,40
Antioquia,La Ceja,97,100,100,99,50,100,100,100,88,93,0,100,100,100,75,100,0,100,67,75,25,100,67,69,100,81,90,80,100,50,30,100,40,64,67,50,100,100,79,30,25,0,33,22,100,50,100,50,0,100,67,0,50,100,30,100,50,55,70,70,100,100,100,100,65,20,0,0,100,0,100,37,51,50,75,0,38,58,100,53,80,50,100,77,63,100,81,70,100,NA,0,50,60,71
Antioquia,La Estrella,99,100,100,100,100,100,100,50,88,94,100,100,100,100,100,100,100,100,100,25,25,100,50,83,100,68,84,84,70,50,0,0,0,24,0,50,0,100,38,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,67,0,19,10,10,100,50,50,67,23,33,0,0,100,25,0,26,24,50,42,0,0,38,25,26,0,0,0,0,50,0,25,17,0,NA,0,0,8,53
Antioquia,Zaragoza,29,0,100,43,0,0,0,100,25,34,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,12
Antioquia,Jericó,32,0,100,44,100,0,0,0,25,35,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,50,50,50,50,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,12
Antioquia,Yondó,31,0,100,44,0,0,0,100,25,34,0,100,100,0,50,100,100,0,67,0,100,0,33,50,0,0,0,25,0,0,0,0,0,0,33,50,100,100,71,30,0,100,83,53,100,75,0,50,30,100,59,0,50,100,50,100,67,61,50,50,100,25,50,58,50,0,0,100,100,0,100,50,50,0,42,0,25,17,0,14,40,50,25,38,25,33,29,27,100,NA,NA,100,64,43
Antioquia,La Unión,90,100,100,97,100,100,0,100,75,86,0,0,0,0,0,100,0,100,67,0,0,0,0,22,70,90,80,51,70,50,0,0,40,32,17,50,0,0,17,30,0,0,33,16,100,75,100,25,0,50,58,100,50,100,100,67,33,75,60,60,100,100,75,92,50,67,0,100,0,0,100,44,47,0,75,0,38,21,75,35,0,0,50,17,0,0,0,17,0,NA,0,0,9,48
Antioquia,Gobernación,98,100,100,99,100,100,100,100,100,100,25,100,100,50,69,100,100,100,100,25,75,50,50,73,100,100,100,86,100,100,60,100,80,88,100,100,100,100,100,0,25,0,17,10,100,25,100,100,70,100,83,100,100,100,100,100,100,100,70,70,100,100,100,100,79,13,100,100,100,100,100,86,82,100,100,100,88,75,88,92,100,100,100,100,88,100,94,95,100,50,100,83,89,89
Antioquia,La Pintada,13,0,0,4,0,0,0,100,25,15,100,0,0,0,25,100,0,0,33,0,100,25,42,33,100,100,100,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,33,0,14,0,0,67,75,0,47,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,21
Antioquia,Vigía del Fuerte,91,100,100,97,100,100,0,100,75,86,50,0,0,0,13,0,0,0,0,0,75,0,25,13,100,0,50,31,0,0,0,0,0,0,0,0,100,100,50,0,0,100,0,25,100,50,100,50,0,0,50,100,100,100,0,100,17,69,60,60,100,50,75,75,47,0,0,0,50,0,100,25,36,0,25,0,50,54,63,32,20,50,0,23,50,0,25,27,100,NA,NA,100,63,54
Antioquia,Giraldo,38,0,100,46,0,0,0,0,0,23,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,50,25,29,0,0,0,0,40,8,0,50,100,0,38,0,0,0,0,0,0,0,0,50,0,0,8,0,50,0,30,67,33,30,60,60,50,50,100,67,30,0,0,0,100,0,100,33,32,50,83,0,38,46,50,44,40,50,100,63,0,100,50,53,0,NA,NA,0,26,28
Antioquia,Yali,40,100,100,80,0,0,100,100,50,65,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,30,0,100,0,33,0,50,100,0,0,0,25,0,50,0,0,67,33,25,50,50,83,100,100,94,32,0,0,0,100,0,100,33,33,0,0,0,0,0,50,8,0,0,100,33,0,0,0,14,100,NA,NA,100,57,41
Antioquia,Girardota,58,0,100,53,0,0,0,0,0,26,50,100,100,25,69,100,100,100,100,100,100,0,67,78,100,0,50,64,0,0,0,0,40,8,100,50,100,100,88,0,25,0,0,6,0,50,100,25,70,100,58,100,50,100,100,100,50,83,70,70,100,100,100,100,59,0,0,65,0,100,100,44,52,0,8,0,88,29,88,35,20,50,0,23,0,67,33,31,0,100,0,33,32,44
Antioquia,Yarumal,75,0,0,25,100,0,0,0,25,25,0,0,0,0,0,100,0,100,67,0,25,0,8,25,1,100,51,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,83,0,0,28,6,0,0,0,100,0,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,18
Antioquia,Gómez Plata,100,0,100,67,100,100,0,0,50,58,100,100,100,100,100,100,100,100,100,0,25,100,42,81,100,100,100,90,100,100,60,0,100,72,50,50,100,100,75,70,0,100,0,43,0,50,100,0,30,50,38,100,100,100,100,67,33,83,70,70,83,75,100,86,67,100,100,100,100,100,100,100,83,100,83,100,0,38,50,62,40,75,100,72,25,0,13,49,0,NA,NA,0,24,64
Antioquia,Turbo,47,0,100,49,0,0,0,100,25,37,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,100,50,0,50,0,40,67,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,0,0,0,0,7,7,0,83,0,38,21,0,24,20,0,100,40,25,67,46,36,0,NA,0,0,18,25
Antioquia,Yolombó,94,0,100,65,0,100,0,100,50,57,100,75,75,100,88,100,0,100,67,100,75,100,92,82,60,0,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,38,0,75,0,75,0,50,33,0,0,0,0,0,0,0,0,0,67,100,100,89,23,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,67,33,11,0,NA,NA,0,6,33
Antioquia,Granada,47,0,100,49,0,0,0,100,25,37,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,100,25,30,0,100,50,45,0,25,100,25,0,0,25,0,50,100,75,67,0,49,0,0,83,25,75,61,29,0,0,0,0,0,100,17,23,0,0,0,0,0,25,4,0,13,100,38,0,0,0,14,0,NA,0,0,7,21
Antioquia,Valdivia,9,0,0,3,0,0,0,0,0,1,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,25,0,0,0,0,4,0,50,0,0,0,0,8,50,50,17,25,0,14,14,0,0,0,0,0,100,17,16,0,17,0,0,0,13,5,40,0,50,30,0,0,0,12,0,NA,NA,0,6,10
Antioquia,Guadalupe,56,100,100,85,100,0,100,0,50,68,50,100,100,0,63,100,0,0,33,25,100,75,67,54,50,100,75,65,0,0,0,50,0,10,0,0,0,0,0,0,0,100,0,25,0,25,0,0,0,0,4,0,50,0,0,33,0,14,0,0,67,50,75,64,17,0,100,0,100,0,100,50,33,0,83,0,0,0,0,14,0,0,50,17,0,0,0,10,0,NA,NA,0,5,43
Antioquia,Valparaíso,17,0,0,6,0,0,0,0,0,3,0,0,0,0,0,100,100,0,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,0,0,0,67,0,11,0,0,83,75,0,53,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,5
Antioquia,Guarne,99,100,100,100,50,100,100,50,75,87,100,100,100,100,100,100,100,100,100,0,25,100,42,81,100,100,100,90,0,0,0,50,80,26,67,50,0,100,54,0,100,0,33,33,100,50,100,50,0,50,58,0,50,0,100,67,33,42,60,60,83,100,100,94,53,0,0,100,100,40,100,57,55,0,58,0,38,21,75,32,20,13,100,44,0,67,33,36,100,NA,NA,100,68,75
Antioquia,Vegachí,94,0,100,65,100,100,0,100,75,70,100,100,100,100,100,100,100,100,100,0,25,0,8,69,100,100,100,85,70,83,100,0,40,59,100,50,100,100,88,30,100,0,17,37,100,50,100,25,30,50,59,50,0,0,0,33,17,17,90,90,100,75,100,92,63,33,0,14,0,100,100,41,52,100,8,0,38,8,88,40,20,50,100,57,100,100,100,66,100,NA,NA,100,83,72
Antioquia,Guatapé,58,0,100,53,0,100,0,0,25,39,0,0,0,0,0,100,0,100,67,75,25,0,33,33,100,100,100,67,0,0,0,0,0,0,67,100,100,100,92,100,75,100,0,69,0,100,100,100,100,50,75,100,100,0,100,100,83,81,0,0,100,75,100,92,58,0,100,100,100,0,100,67,62,50,8,0,38,8,88,32,80,50,0,43,88,100,94,56,0,NA,NA,0,28,49
Antioquia,Venecia,37,0,100,46,0,0,0,100,25,35,50,50,50,0,38,100,100,100,100,100,100,0,67,68,0,100,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,100,0,0,0,38,0,0,0,0,67,0,11,0,0,50,75,75,67,16,0,0,0,0,0,100,17,17,0,83,100,0,0,0,31,0,0,0,0,0,0,0,10,0,NA,NA,0,5,29
Antioquia,Heliconia,53,0,100,51,0,0,0,100,25,38,0,0,0,0,0,100,100,0,67,100,50,0,50,39,20,100,60,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,100,0,0,0,17,0,0,100,50,100,83,15,0,0,0,0,0,0,0,7,0,0,0,0,0,25,4,0,0,50,17,0,0,0,7,0,NA,NA,0,3,25
Antioquia,Angelópolis,43,0,100,48,0,0,0,100,25,36,0,0,100,0,25,100,0,100,67,0,25,0,8,33,0,100,50,42,0,0,0,0,0,0,83,100,100,100,96,70,0,100,50,55,0,25,100,0,0,0,21,50,100,100,100,100,67,86,90,90,83,100,100,94,63,0,0,50,100,0,100,42,52,0,0,100,0,0,75,29,80,0,100,60,13,100,56,48,100,50,100,83,66,49
Antioquia,Toledo,41,0,100,47,0,0,0,0,0,23,0,50,75,0,31,100,0,100,67,100,100,0,67,55,50,100,75,65,0,0,0,0,0,0,33,0,0,100,33,0,0,100,0,25,0,75,100,0,0,0,29,0,50,0,0,33,0,14,0,0,50,50,0,33,19,0,100,100,100,0,0,50,35,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,31
Antioquia,El Bagre,60,0,0,20,0,0,0,0,0,10,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,40,8,100,0,100,100,75,0,0,0,50,13,100,100,100,50,0,0,58,0,100,100,55,100,0,59,50,50,100,100,100,100,52,0,0,50,100,100,100,58,55,0,83,0,0,0,63,24,40,50,100,63,100,33,67,51,0,NA,NA,0,26,27
Antioquia,El Carmen de Viboral,46,0,100,49,0,0,0,0,0,24,100,100,100,100,100,100,0,100,67,50,25,100,58,75,69,25,47,61,0,0,0,0,0,0,50,70,100,100,80,70,0,0,0,18,0,0,100,25,0,0,21,0,100,100,55,67,17,56,50,50,50,50,50,50,39,0,0,0,100,33,100,39,39,50,67,100,38,25,50,55,0,25,100,42,25,100,63,53,0,NA,NA,0,27,38
Antioquia,Angostura,54,0,100,51,0,0,0,100,25,38,0,0,0,0,0,100,0,100,67,0,100,0,33,33,100,0,50,42,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,25,100,0,0,0,21,0,0,100,0,67,0,28,0,0,100,50,25,58,19,0,0,0,56,0,0,9,14,0,8,0,0,0,0,1,40,50,25,38,0,0,0,13,0,NA,NA,0,7,25
Antioquia,Uramita,54,100,100,85,0,0,0,0,0,42,75,75,0,100,63,100,0,100,67,100,100,100,100,76,70,86,78,77,0,0,0,0,0,0,0,0,100,0,25,0,0,0,33,8,100,100,100,100,0,0,67,50,50,0,0,100,0,33,50,50,100,100,0,67,36,0,0,27,0,0,100,21,28,0,8,0,38,0,25,12,20,0,0,7,0,0,0,6,0,NA,NA,0,3,38
Antioquia,El Peñol,58,0,0,19,0,0,0,0,0,10,0,0,0,0,0,100,100,0,67,50,25,0,25,31,100,68,84,57,0,0,0,0,0,0,0,0,0,100,25,0,0,100,0,25,100,100,100,0,0,0,50,0,50,100,0,67,17,39,0,0,100,50,0,50,27,0,0,50,100,0,0,25,26,0,0,0,38,0,13,8,20,0,0,7,0,0,0,5,0,NA,0,0,3,24
Antioquia,Amalfi,96,100,100,99,100,100,100,50,88,93,0,100,100,100,75,100,100,100,100,0,50,0,17,64,100,93,97,80,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,25,0,25,0,0,0,0,4,0,0,0,55,100,0,26,0,0,67,25,25,39,13,0,100,83,100,0,100,64,39,0,92,0,75,0,63,38,0,0,100,33,0,0,0,24,0,NA,NA,0,12,56
Antioquia,Urrao,46,0,100,49,0,0,0,0,0,24,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,100,100,50,0,0,42,50,50,100,100,100,67,78,60,60,83,100,75,86,42,0,0,0,0,0,100,17,29,100,58,0,38,25,63,47,20,50,100,57,25,0,13,39,0,NA,NA,0,19,22
Antioquia,Andes,56,0,100,52,0,0,0,100,25,39,0,75,75,75,56,100,100,100,100,0,50,25,25,60,75,0,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33,0,22,50,50,100,100,100,100,25,0,0,0,0,0,100,17,21,0,0,0,0,8,75,14,0,0,50,17,0,0,0,10,0,NA,0,0,5,28
Antioquia,El Retiro,87,0,100,62,100,100,0,0,50,56,100,100,100,100,100,100,0,0,33,0,25,100,42,58,100,96,98,78,0,0,0,0,100,20,17,0,100,0,29,0,0,0,0,0,0,25,100,25,0,0,25,0,50,100,30,100,50,55,50,50,83,100,75,86,38,0,100,0,0,0,100,33,36,0,8,0,0,0,13,3,0,0,25,8,0,0,0,4,0,NA,0,0,2,43
