Departamento,Municipio, L.1 Transparencia,L.2 Colaboración,L.3 Participación, Promedio indicadores de proceso TIC para Gobierno abierto,RC1.Porcentaje de conjuntos de datos abiertos estratégicos publicados,Número de aplicaciones o de publicaciones generadas a partir de datos abiertos,Número de soluciones implementadas a colaboracion que hacen uso de medios electrónicos,Porcentaje de ejercicios de consulta o toma de decisiones  en los que se hizo uso de medios electrónicos,Promedio indicadores de resultado TIC para Gobierno abierto,Gobierno abierto,Porcentaje de trámites y servicios en línea que cuentan con caracterización de los usuarios,Porcentaje de trámites y servicios en línea que cumplen los criterios de accesibilidad,Porcentaje de trámites y servicios en línea  que cumplen los criterios de usabilidad,Porcentaje de trámites y servicios en línea que fueron promocionados,L.4 Servicios centrados en el usuario,"Cuenta con un sistema web para la recepción, trámite y respuesta de PQRD","Cuenta con un sistema móvil para la recepción, trámite y respuesta de PQRD",Cuenta con un sistema integrado  de PQRD, L.5 Sistema integrado de PQRD,Porcentaje de certificaciones y constancias disponibles en línea,Porcentaje de trámites y servicios disponibles en línea,Porcentaje de trámites y servicios en línea integrados a alguna ventanilla única, L.6 Trámites y servicios en línea,Promedio indicadores de proceso TIC para Servicios ,Satisfacción con los trámites y servicios en línea,Porcentaje de transacciones en línea,Promedio indicadores de resultado TIC para Servicios,TIC para servicios,Cumpliento del plan estratégico de TI,Cumplimiento con el alcance del plan estratégico ,Cumplimiento con el monitoreo y evaluación de la estrategia de TI,Cumplimiento con el catálogo de servicios de TI,Cumplimiento con el direccionamiento estratégico de TI,L.7 Estratégia de TI,Cumplimiento con el esquema de gobierno de TI,Cumplimiento con la optimización de  compras públicas  de TI,Cumplimiento en la aplicación de buenas prácticas para la gerencia de proyectos TI,Cumplimiento con la transferencia de conocimiento por parte de proveedores,L.8 Gobierno de TI,Cumplimiento de gestión de componentes de información,"Catálogo de componentes de información (datos, información, servicios y flujos de información.",Plataforma de Interoperabilidad.,"Mecanismos  de aseguramiento, control, inspección y             mejoramiento de la calidad de los componentes de información",L.9 Información,Cumplimiento con la gestión derechos de autor,Cumplimiento con las recomendaciones de estilo y Usabilidad,Cumplimiento de los sistemas de información con la apertura de datos,Cumplimiento con el ciclo de vida de los sistemas de información,Cumplimiento con el seguimiento a etapas del ciclo de vida,"Auditoría, seguridad, privacidad y trazabilidad de los sistemas de información",L.10 Sistemas de Información,Cumplimiento con la arquitectura de servicios ,Cumplimiento con la metodología para adquisión de servicios tecnológicos,Cumplimiento con el programa de disposición final de residuos tecnológicos,Cumplimiento con mecanismos de monitoreo de los servicios tecnológicos,Cumplimiento con el soporte y mantenimiento de los servicios tecnológicos,Cumplimiento con la gestión de la calidad y seguridad de servicios tecnológicos ,L.11 Servicios Técnologicos,Cumplimiento de la estrategia de uso y apropiación ,L.12 Uso y apropiación,Cumplimiento con la iniciativa de uso eficiente del papel,Cumplimiento con la gestión de documentos electrónicos,Cumplimiento con la automatización de procesos y procedimientos internos,L.13 Capacidades institucionales,Promedio Indicadores de proceso TIC para la Gestión,RC3.1*,RC3.2*,RC3.3*,RC3.4*,RC3.5*,RC3.6*,Promedio indicadores de resultado TIC para la Gestión*,TIC para la Gestión TI,Diagnostico Seguridad y Privacidad de la Información,La entidad establece y documenta las  políticas del MSPI.,"La entidad establece procedimientos, roles y responsabilidades dentro del MSPI",La entidad realiza el inventario de activos de información,La entidad gestiona los riesgos de seguridad y privacidad de la información.,"La entidad genera planes de comunicación, sensibilización y capacitación en seguridad de la información",L. 14Definición del marco de seguridad y privacidad de la información y de los sistemas de información,Debilidades de Implementación en el MSPI,La entidad implementa el plan de tratamiento de riesgos de seguridad y privacidad de la información,Se divulga y capacita a los funcionarios sobre las temáticas del modelo de gestión de seguridad de la información establecido para la entidad,TL15 Implementación del plan de seguridad y privacidad de la información y de los sistemas de información,"La entidad cuenta con actividades para el seguimiento, medición, análisis y evaluación del desempeño de la seguridad y privacidad con el fin de generar los ajustes o cambios pertinentes y oportunos.",La entidad revisa e implementa acciones de mejora continua que garanticen el cumplimiento del plan de seguridad y privacidad de la Información.,L16Monitoreo y mejoramiento continuo,Promedio indicadores de proceso Seguridad y Privacidad de la Información,R4.1 dentificación de activos críticos de información*,R4.2 Gestión vulnerabilidades*,R4.3 Remediación *,Promedio indicadores de resultado Seguridad y Privacidad de la Información*,Seguridad y Privacidad de la Información,ÍNDICE GEL
Bolívar,Pinillos,14,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,50,0,0,0,0,8,0,0,50,75,50,58,12,0,0,67,0,0,0,11,12,0,17,0,13,0,0,5,0,0,0,0,0,0,0,2,0,NA,NA,0,1,4
Bolívar,Norosí,36,0,0,12,0,0,0,0,0,6,0,100,100,0,50,0,0,100,33,0,75,0,25,36,70,63,66,51,0,0,0,0,40,8,17,0,100,100,54,0,0,0,0,0,0,25,0,0,0,0,4,0,50,0,0,0,0,8,50,50,50,75,75,67,27,0,0,0,100,100,0,33,30,0,42,0,0,17,0,10,40,13,50,34,0,67,33,26,0,NA,0,0,13,25
Bolívar,Rioviejo,71,0,0,24,100,0,0,0,25,24,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,10
Bolívar,Regidor,72,100,100,91,100,100,100,0,75,83,0,0,0,0,0,100,0,0,33,0,100,0,33,22,100,0,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,0,0,0,0,0,0,0,0,50,0,0,17,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,30
Bolívar,San Estanislao,11,0,100,37,0,0,0,0,0,19,100,0,100,0,50,100,0,0,33,0,100,0,33,39,100,100,100,69,0,0,0,0,80,16,33,0,100,100,58,0,25,0,0,6,0,25,100,0,0,0,21,0,50,0,0,33,0,14,0,0,67,75,100,81,28,0,0,0,0,0,100,17,22,0,0,0,0,0,75,13,40,0,0,13,38,100,69,32,0,NA,NA,0,16,32
Bolívar,Turbaco,45,100,100,82,0,0,100,100,50,66,0,0,0,0,0,100,0,0,33,0,100,0,33,22,0,0,0,11,70,83,30,50,100,67,83,70,100,100,88,70,100,100,17,72,100,25,100,100,70,50,74,50,100,0,100,100,50,67,90,90,100,50,75,75,76,60,0,0,67,100,100,54,65,50,58,0,38,29,100,46,40,50,100,63,50,100,75,61,0,50,0,17,39,45
Bolívar,San Cristóbal,97,100,100,99,100,100,100,0,75,87,100,100,100,100,100,100,100,100,100,50,75,50,58,86,100,100,100,93,100,100,100,100,40,88,100,100,100,100,100,100,100,100,100,100,0,100,100,50,30,100,63,50,50,100,100,100,100,83,100,100,100,100,100,100,91,100,100,50,100,100,100,92,91,100,100,100,38,8,100,74,80,50,100,77,75,100,88,79,100,0,100,67,73,86
Bolívar,Tiquisio,61,0,100,54,50,0,0,0,13,33,100,100,100,75,94,100,100,100,100,75,100,0,58,84,60,37,48,66,0,0,0,0,0,0,0,0,100,0,25,0,0,0,17,4,0,25,100,0,0,0,21,0,0,0,0,0,17,3,10,10,17,25,50,31,13,0,0,0,0,0,0,0,7,50,58,0,0,13,13,22,20,50,0,23,0,67,33,26,100,NA,NA,100,63,42
Bolívar,San Jacinto,98,100,100,99,100,100,100,50,88,93,100,100,100,100,100,100,100,100,100,50,100,50,67,89,100,100,100,94,100,100,100,100,40,88,100,100,100,100,100,100,100,100,100,100,0,100,100,50,30,100,63,50,50,100,100,100,100,83,100,100,100,0,0,33,81,100,100,50,100,100,0,75,78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,100,100,91
Bolívar,Talaigua Nuevo,50,100,100,83,100,100,100,100,100,92,100,100,100,100,100,100,100,100,100,0,25,0,8,69,100,88,94,82,70,67,30,50,0,43,67,0,100,100,67,30,50,0,50,33,100,100,100,50,30,0,63,50,50,0,25,67,0,32,80,80,100,75,100,92,58,0,0,0,0,0,100,17,38,50,75,0,38,29,100,49,40,50,25,38,63,100,81,56,100,NA,NA,100,78,72
Bolívar,San Fernando,32,0,100,44,0,0,0,0,0,22,0,0,0,0,0,0,0,100,33,0,0,0,0,11,100,100,100,56,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,33,0,50,0,0,33,0,14,0,0,100,50,75,75,19,0,0,0,0,0,100,17,18,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,24
Bolívar,San Juan Nepomuceno,78,100,100,93,100,100,100,0,75,84,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,22
Bolívar,Zambrano,37,0,100,46,0,0,0,0,0,23,0,0,0,0,0,100,100,100,100,0,100,0,33,44,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,25,0,0,0,0,0,0,0,0,50,100,0,33,0,31,0,0,83,25,75,61,17,0,0,0,0,0,100,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,15
Bolívar,San Pablo,36,100,0,45,100,0,100,0,50,48,0,100,100,0,50,100,0,100,67,100,25,75,67,61,100,100,100,81,0,0,0,0,0,0,0,0,100,100,50,0,0,0,0,0,100,0,100,0,0,0,33,0,50,100,0,67,0,36,0,0,67,75,100,81,29,0,0,50,100,0,100,42,35,0,8,0,0,0,0,1,0,0,0,0,13,33,23,8,0,NA,NA,0,4,42
Bolívar,Villanueva,34,0,100,45,0,0,0,0,0,22,0,100,100,100,75,100,100,100,100,0,100,100,67,81,30,58,44,62,70,50,0,50,0,34,67,100,100,100,92,30,0,100,0,33,0,50,100,50,0,50,42,100,50,0,0,33,0,31,60,60,33,50,0,28,45,67,100,100,0,0,0,44,45,0,8,0,13,0,25,8,0,0,50,17,25,0,13,12,0,50,NA,50,31,40
Boyacá,Chivor,34,100,100,78,0,0,100,100,50,64,0,0,0,0,0,100,0,100,67,50,100,0,50,39,50,100,75,57,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,33,0,50,100,0,0,0,25,0,0,100,0,0,33,14,0,0,0,0,0,0,0,7,0,0,0,38,0,13,8,0,0,0,0,0,0,0,3,100,NA,0,50,26,39
Bolívar,San Martín de Loba,69,0,100,56,0,100,0,100,50,53,100,100,100,100,100,100,0,100,67,100,100,100,100,89,5,100,53,71,0,0,0,0,40,8,100,50,100,100,88,0,0,0,17,4,0,25,100,25,0,100,42,0,50,100,0,33,0,31,60,60,0,0,0,0,33,0,0,100,100,0,0,33,33,50,25,0,13,29,25,24,20,50,25,32,25,100,63,39,0,NA,NA,0,20,44
Boyacá,Socotá,96,0,100,65,100,0,0,0,25,45,0,0,0,0,0,0,0,0,0,50,0,0,17,6,0,100,50,28,70,0,0,0,0,14,0,0,0,0,0,0,0,100,0,25,100,0,0,25,0,50,29,100,100,100,0,67,0,61,50,50,33,50,50,44,32,0,0,100,0,0,100,33,33,0,58,0,0,0,50,18,20,13,50,28,0,0,0,15,0,NA,0,0,8,28
Boyacá,Cómbita,47,0,100,49,0,100,0,100,50,50,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,0,0,0,70,100,100,68,0,0,100,0,25,0,75,100,0,0,0,29,0,50,100,0,33,0,31,0,0,100,50,100,83,34,0,100,0,100,0,100,50,42,0,75,0,38,17,25,26,20,50,0,23,0,33,17,22,0,NA,NA,0,11,35
Boyacá,Socha,25,0,0,8,0,0,0,0,0,4,0,75,75,0,38,0,0,100,33,0,100,100,67,46,60,100,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,21,0,0,0,0,0,0,0,0,0,17,25,25,22,6,0,0,0,0,0,100,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,20
Boyacá,Coper,21,0,100,40,0,0,0,100,25,33,0,0,0,0,0,100,0,100,67,0,100,0,33,33,30,50,40,37,0,0,0,50,0,10,33,0,0,0,8,0,25,100,67,48,100,100,0,50,30,0,47,100,50,0,25,33,17,38,60,60,50,50,75,58,38,0,100,0,100,0,0,33,36,0,75,100,0,33,38,41,20,50,25,32,13,100,56,43,0,NA,NA,0,21,32
Boyacá,Somondoco,69,0,100,56,0,0,0,100,25,41,100,100,100,100,100,100,0,100,67,0,100,0,33,67,60,100,80,73,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,8,0,0,100,25,0,0,21,0,0,0,0,0,33,6,60,60,67,100,0,56,21,0,0,0,0,0,0,0,11,50,50,0,0,25,75,33,20,50,100,57,75,100,88,59,100,NA,NA,100,80,51
Boyacá,Corrales,84,0,100,61,50,100,0,0,38,49,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,100,100,50,0,0,0,0,0,100,25,100,0,0,50,46,50,50,100,55,33,17,51,50,50,83,50,50,61,37,0,100,50,100,100,100,75,56,0,8,0,13,8,38,11,20,50,50,40,0,67,33,28,0,NA,NA,0,14,34
Boyacá,Sogamoso,98,0,100,66,100,100,0,100,75,70,100,100,100,25,81,100,100,100,100,50,100,100,83,88,100,14,57,73,100,83,30,100,0,63,83,50,0,100,58,70,25,0,0,24,100,100,100,75,30,50,76,100,100,0,75,100,67,74,80,80,67,100,100,89,66,50,0,60,100,60,100,62,64,50,100,100,100,67,38,76,100,13,0,38,13,67,40,51,0,NA,NA,0,25,58
Boyacá,Covarachía,60,0,100,53,100,100,0,0,50,52,0,0,0,0,0,100,0,100,67,0,25,0,8,25,0,100,50,38,70,50,30,0,80,46,33,50,100,100,71,30,75,100,0,51,0,50,100,0,0,50,33,0,0,0,0,67,33,17,0,0,67,50,75,64,40,0,100,100,100,0,0,50,45,0,8,0,0,0,0,1,0,13,0,4,0,0,0,2,0,NA,0,0,1,34
Boyacá,Sativasur,81,0,0,27,100,0,0,0,25,26,0,0,0,0,0,100,0,100,67,75,50,0,42,36,75,100,88,62,0,0,0,0,40,8,100,100,100,100,100,0,0,0,0,0,100,75,100,0,0,50,54,0,50,100,30,33,0,36,70,70,100,100,100,100,53,0,100,100,0,100,100,67,60,0,58,0,38,8,88,32,60,50,50,53,38,67,52,46,0,50,100,50,48,49
Boyacá,Chitaraque,90,0,100,63,100,0,0,100,50,57,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,100,83,0,100,100,77,100,100,100,100,100,0,0,100,0,25,0,50,100,25,0,0,29,50,50,100,0,100,17,53,100,100,100,100,100,100,69,50,100,100,100,100,100,92,80,100,67,0,13,67,88,56,60,75,100,78,25,67,46,60,0,NA,NA,0,30,52
Boyacá,Sativanorte,42,0,0,14,0,0,0,0,0,7,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,50,0,0,100,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,67,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,5
Boyacá,Chivatá,54,0,100,51,100,0,0,0,25,38,0,100,100,0,50,100,0,100,67,100,50,0,50,56,100,13,56,56,0,0,0,0,40,8,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,25,50,50,83,25,50,53,23,0,0,0,100,0,100,33,28,0,8,0,0,0,25,6,0,0,0,0,0,0,0,2,0,NA,NA,0,1,31
Boyacá,Soatá,47,0,100,49,0,0,0,0,0,25,0,0,0,0,0,100,0,100,67,75,50,0,42,36,100,7,54,45,0,0,0,0,0,0,0,0,0,100,25,0,0,100,0,25,0,0,0,25,0,0,4,0,100,0,0,100,0,33,0,0,17,50,0,22,16,0,0,0,100,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,21
Boyacá,Siachoque,97,0,100,66,100,100,0,100,75,70,100,50,50,25,56,100,100,100,100,100,100,100,100,85,100,100,100,93,0,0,0,100,40,28,100,0,100,100,75,100,100,0,0,50,100,75,0,25,0,50,42,0,50,100,0,67,0,36,80,80,100,100,100,100,59,0,100,100,100,100,100,83,71,50,92,100,38,38,50,61,40,50,100,63,25,33,29,51,0,NA,NA,0,26,65
Boyacá,Ciénaga,96,0,100,65,100,100,0,100,75,70,100,100,0,0,50,100,100,0,67,50,50,100,67,61,100,100,100,81,0,0,0,50,40,18,33,50,100,100,71,0,0,100,0,25,100,50,100,50,0,0,50,0,50,100,0,100,0,42,60,60,67,0,50,39,43,0,0,50,100,100,100,58,51,0,100,100,75,75,75,71,100,0,100,67,0,33,17,51,0,NA,100,50,51,63
Boyacá,Chiquinquirá,39,100,100,80,0,0,100,0,25,52,75,100,75,75,81,100,100,100,100,0,25,100,42,74,50,100,75,75,0,0,0,0,40,8,0,0,100,0,25,0,0,0,0,0,100,25,100,0,0,0,38,0,50,0,0,67,0,19,50,50,67,25,75,56,28,0,0,100,0,0,100,33,31,0,8,0,38,8,25,13,0,50,0,17,0,0,0,10,0,75,0,25,17,44
Boyacá,Sutatenza,85,100,100,95,100,100,100,100,100,97,0,0,0,0,0,100,0,100,67,50,0,0,17,28,0,100,50,39,0,0,0,0,40,8,0,0,0,0,0,0,0,100,0,25,100,25,100,0,0,50,46,0,50,100,30,33,0,36,0,0,67,25,50,47,23,0,0,0,100,0,100,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,41
Boyacá,Chíquiza,66,100,100,89,0,0,100,100,50,69,0,0,0,0,0,100,0,100,67,0,0,0,0,22,100,70,85,54,0,0,0,0,80,16,33,50,100,100,71,0,25,0,50,19,0,50,100,50,30,50,47,0,50,100,100,67,50,61,80,80,100,100,100,100,56,0,0,37,100,100,100,56,56,100,75,100,13,58,38,64,0,75,100,58,88,100,94,72,100,NA,NA,100,86,66
Boyacá,Sutamarchán,96,100,100,99,100,100,100,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,60,100,100,89,100,100,100,100,100,30,25,100,0,39,0,50,100,25,30,50,43,50,50,100,100,100,17,69,100,100,100,100,100,100,77,100,100,100,100,100,100,100,89,100,67,0,75,67,88,66,60,50,100,70,63,67,65,67,0,NA,NA,0,33,80
Boyacá,Chiscas,83,0,100,61,50,100,0,100,63,62,100,100,100,100,100,100,100,100,100,100,25,100,75,92,50,84,67,79,0,0,0,0,40,8,0,50,0,100,38,0,0,100,0,25,100,50,100,0,0,0,42,0,50,100,0,33,33,36,0,0,67,75,50,64,30,0,100,100,0,100,0,50,40,0,67,0,0,0,0,11,40,13,50,34,0,0,0,15,0,NA,0,0,8,47
Boyacá,Tenza,40,0,100,47,0,0,0,0,0,23,0,0,0,0,0,100,0,100,67,0,0,0,0,22,30,100,65,44,0,0,0,0,0,0,33,0,0,0,8,0,0,0,0,0,0,0,100,0,0,0,17,0,0,0,0,33,0,6,0,0,67,50,50,56,12,0,0,0,100,0,0,17,14,50,8,0,38,33,63,32,20,50,50,40,50,100,75,49,100,50,100,83,66,37
Boyacá,Chita,59,0,100,53,0,0,0,0,0,27,75,0,0,0,19,100,0,100,67,0,100,0,33,40,4,50,27,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,50,100,0,67,0,36,0,0,83,100,100,94,21,0,0,0,0,0,100,17,19,0,8,0,0,0,0,1,20,0,0,7,0,0,0,3,0,NA,NA,0,1,20
Boyacá,Tasco,87,100,100,96,50,100,100,100,88,92,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,34,67,50,0,0,0,0,80,16,50,50,100,100,75,0,25,0,50,19,0,50,100,50,30,50,47,0,50,100,30,67,33,47,80,80,83,75,100,86,53,0,0,42,100,100,100,57,55,100,75,100,13,58,38,64,0,75,100,58,75,100,88,70,100,NA,NA,100,85,70
Boyacá,Caldas,54,0,100,51,0,0,0,0,0,26,100,100,100,0,75,100,100,0,67,0,25,0,8,50,0,100,50,50,0,0,0,0,40,8,0,0,0,0,0,0,0,100,0,25,0,75,100,75,0,0,42,0,0,0,0,67,17,14,60,60,83,50,0,44,28,0,0,38,100,100,100,56,42,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,29
Boyacá,Soracá,50,0,100,50,0,0,0,0,0,25,0,100,100,0,50,100,100,100,100,100,75,25,67,72,75,100,88,80,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,25,100,0,0,0,21,0,0,0,0,0,0,0,0,0,83,75,100,86,19,0,0,33,100,0,100,39,29,0,0,0,0,0,0,0,0,0,0,0,0,33,17,6,0,NA,NA,0,3,34
Boyacá,Campohermoso,37,0,0,12,0,0,0,0,0,6,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,80,16,100,0,100,100,75,0,0,100,0,25,100,25,100,25,0,0,42,0,50,0,30,0,0,13,60,60,83,100,100,94,46,0,11,67,0,100,100,46,46,0,25,0,38,8,25,16,20,50,25,32,0,67,33,27,0,NA,0,0,13,27
Boyacá,Sora,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,60,100,100,89,100,100,100,100,100,30,25,100,0,39,0,50,100,25,30,50,43,50,50,100,100,100,17,69,100,100,100,100,100,100,77,100,100,100,100,100,100,100,89,100,67,0,75,67,88,66,60,50,100,70,75,67,71,69,0,NA,NA,0,34,81
Boyacá,Susacón,45,0,100,48,0,0,0,100,25,37,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,100,50,30,100,40,64,100,0,100,0,50,0,0,0,17,4,0,50,100,50,0,50,42,50,50,100,25,67,17,51,70,70,100,100,100,100,54,75,0,100,67,100,100,74,64,50,92,100,38,29,63,62,40,25,50,38,88,100,94,65,0,NA,NA,0,32,44
Boyacá,Cerinza,69,100,100,90,100,100,100,100,100,95,0,0,0,0,0,100,0,100,67,0,0,0,0,22,100,83,92,57,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,0,100,50,0,0,25,0,50,100,100,33,33,53,0,0,83,50,75,69,25,0,0,0,100,0,100,33,29,0,83,100,13,8,0,34,0,0,0,0,0,33,17,17,0,NA,0,0,8,47
Boyacá,Sotaquirá,75,100,100,92,100,100,100,0,75,83,25,50,50,50,44,100,100,100,100,25,25,50,33,59,40,96,68,63,0,0,0,0,40,8,0,0,100,100,50,0,100,100,0,50,0,25,100,0,0,50,29,100,50,0,0,33,0,31,60,60,50,50,75,58,41,0,100,100,100,100,100,83,62,0,8,0,38,8,0,9,0,50,25,25,0,33,17,17,0,NA,NA,0,8,54
Boyacá,Chinavita,48,0,100,49,0,0,0,0,0,25,100,75,75,0,63,100,100,100,100,0,25,0,8,57,5,74,39,48,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,33,0,0,100,0,0,0,17,0,0,83,25,0,36,13,0,0,0,100,0,100,33,23,0,33,0,13,0,25,12,0,25,100,42,0,0,0,18,100,NA,0,50,34,33
Boyacá,Toca,76,0,100,59,100,0,0,0,25,42,100,100,100,0,75,100,100,0,67,0,100,0,33,58,0,100,50,54,0,0,0,50,40,18,50,50,100,100,75,0,0,100,17,29,0,100,100,75,0,50,54,0,50,100,25,100,0,46,50,50,100,75,100,92,52,0,0,100,100,100,100,67,59,50,100,100,38,29,63,63,20,50,100,57,38,33,35,52,100,NA,100,100,76,58
Boyacá,Güicán,52,0,0,17,0,0,0,0,0,9,0,0,0,0,0,100,100,100,100,0,0,0,0,33,45,100,73,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,100,0,0,0,46,0,100,100,30,100,0,55,0,0,100,100,100,100,29,0,0,0,100,0,100,33,31,0,8,0,13,8,38,11,80,50,25,52,0,0,0,21,0,NA,0,0,10,26
Boyacá,Guateque,96,100,100,99,100,0,100,100,75,87,50,100,100,100,88,100,100,100,100,25,100,0,42,76,100,35,68,72,100,50,30,0,100,56,50,0,100,100,63,30,75,0,0,26,0,75,0,50,100,50,46,0,100,100,0,67,33,50,80,80,83,100,75,86,58,67,0,100,100,0,100,61,60,50,100,100,63,8,88,68,20,50,100,57,75,100,88,71,0,NA,NA,0,35,63
Boyacá,Togüí,56,0,100,52,0,0,0,0,0,26,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,100,100,67,0,0,0,0,40,8,17,50,100,100,67,0,25,100,0,31,100,75,100,50,0,0,54,0,100,100,30,100,67,66,80,80,67,50,75,64,53,0,100,100,100,100,100,83,68,50,58,0,38,29,63,40,40,50,100,63,38,0,19,41,100,75,0,58,49,53
Boyacá,Guayatá,43,0,100,48,0,0,0,100,25,36,0,0,0,0,0,100,100,100,100,100,0,0,33,44,0,29,14,29,70,17,30,50,40,41,50,50,100,100,75,30,75,0,50,39,100,50,100,25,30,50,59,50,50,100,75,33,50,60,60,60,83,50,50,61,56,0,0,100,0,0,100,33,45,50,58,100,38,29,38,52,20,50,0,23,63,100,81,52,100,0,NA,50,51,40
Boyacá,Tópaga,74,100,100,91,0,0,100,0,25,58,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,50,0,30,0,0,0,10,0,NA,0,0,5,23
Boyacá,Jenesano,97,100,100,99,100,0,100,100,75,87,0,0,0,100,25,100,100,100,100,75,25,0,33,53,100,98,99,76,70,33,0,0,0,21,0,0,0,0,0,0,0,100,0,25,100,50,100,0,0,100,58,0,50,100,0,67,0,36,50,50,50,50,100,67,37,50,100,50,100,0,100,67,52,0,83,100,38,38,38,49,40,50,50,47,50,100,75,57,0,NA,NA,0,28,61
Boyacá,Tota,38,100,100,79,0,0,100,100,50,65,100,100,100,100,100,100,100,100,100,0,100,100,67,89,70,0,35,62,0,0,0,0,40,8,100,0,100,100,75,0,0,100,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,100,0,0,0,0,17,17,0,67,0,0,0,0,11,20,13,50,28,0,100,50,30,0,NA,NA,0,15,39
Boyacá,Iza,97,100,100,99,100,0,100,100,75,87,0,100,100,75,69,100,100,100,100,75,75,0,50,73,50,100,75,74,0,0,0,0,0,0,0,0,0,100,25,0,0,100,0,25,0,50,100,25,0,0,29,0,50,100,0,67,0,36,50,50,83,100,100,94,37,0,100,0,100,0,100,50,44,0,8,0,25,8,25,11,0,0,0,0,0,0,0,4,0,NA,0,0,2,52
Boyacá,Gámeza,16,100,100,72,0,0,100,100,50,61,0,100,100,100,75,100,100,0,67,100,100,100,100,81,70,82,76,78,0,0,0,0,0,0,33,50,0,100,46,0,0,0,17,4,0,25,100,0,0,100,38,0,50,0,0,100,33,31,70,70,50,50,0,33,32,0,0,100,50,100,0,42,37,50,8,0,75,46,38,36,60,13,100,58,13,67,40,44,0,NA,NA,0,22,50
