FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CANTIDAD
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,REVOLVER,SIN PERMISO,URBANA,"BARES, CANTINAS Y SIMILARES",1
01/01/2012 12:00:00 AM,ARAUCA,SARAVENA,Domingo,FUSIL / RIFLE,SIN PERMISO,RURAL,FINCAS Y SIMILARES,2
01/01/2012 12:00:00 AM,NORTE DE SANTANDER,EL ZULIA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,TOLIMA,FLANDES,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,VICHADA,PUERTO CARREÑO ,Domingo,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,6
01/01/2012 12:00:00 AM,ATLÁNTICO,BARRANQUILLA ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,VALLE,BUENAVENTURA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,ANTIOQUIA,MEDELLÍN ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,ANTIOQUIA,RIONEGRO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,TOLIMA,HONDA,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,TOLIMA,HONDA,Domingo,REVOLVER,SIN PERMISO,URBANA,CENTRO COMERCIAL,1
01/01/2012 12:00:00 AM,TOLIMA,HONDA,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,BOYACÁ,CHIQUINQUIRÁ,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,SOACHA,Domingo,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CALDAS,MANIZALES ,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,ATLÁNTICO,BARRANQUILLA ,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,VALLE,CALI ,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
01/01/2012 12:00:00 AM,ATLÁNTICO,BARRANQUILLA ,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
