departamento,estacion,numerodecontacto,cuadrante
Cali,Estación de Policía yumbo,"3,105,272,825",3
Cali,Estación de Policía floralia,"3,014,655,777",10
Pereira,Estación de Policía dos quebradas,"3,127,109,100",16
Valle,Estación de Policía buga,"3,014,395,990",4
SantaMarta,Estación de Policía la paz,"3,008,739,804",4
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,737,617",15
Risaralda,Estación de Policía la celia,"3,113,505,580",1
Bogotá,Estación de Policía chapinero,"3,017,601,651",8
Bogotá,Estación de Policía santa fe,"3,013,460,677",48
ValledeAburra,Estación Laureles,"3,006,174,814",23
Bogotá,Estación de Policía kennedy,"3,008,083,289",83
Cundinamarca,Estación de Policía Cazuca,"3,214,524,496",7
Popayán,Estación de policía norte popayán,"3,014,401,035",18
Pasto,Estación norte,"3,218,431,115",15
Meta,Estación de Policía Granada,"3,174,308,841",2
Caldas,Estación de Policía La Dorada,"3,016,558,339",2
Cartagena,Estación de Policía centro historico,"3,008,643,876",6
Bogotá,Estación de Policía martires,"3,007,411,529",11
Bogotá,Estación de Policía bosa,"3,017,604,718",16
Bogotá,Estación de Policía ciudad bolivar,"3,002,012,932",34
Cundinamarca,Estación de Policía Girardot,"3,004,719,181",8
Bogotá,Estación de Policía usme,"3,008,091,926",24
Meta,Estación de Policía Granada,"3,016,558,222",1
Popayán,Estación de policía sur popayán,"3,014,408,000",10
Valle,Estación pradera,"3,148,595,592",1
Pasto,Estación centro,"3,218,431,137",13
Bogotá,Estación de Policía san cristobal,"3,008,096,637",24
Bogotá,Estación de Policía kennedy,"3,017,538,509",7
Barranquilla,Estación de Policía ciudadela,"3,015,795,761",20
ValledeAburra,Estación de Policía popular,"3,012,617,777",7
Pereira,Estación cuba,"3,013,461,334",15
Neiva,Estación de Policía neiva,"3,016,555,966",28
Bogotá,Estación de Policía puente aranda,"3,008,001,560",8
Cali,Estación de Policía la rivera,"3,014,655,280",8
Bogotá,Estación de Policía kennedy,"3,008,057,904",52
Cali,Estación melendez,"3,105,292,124",2
ValledeAburra,Estación de Policía la castilla,"3,006,174,941",25
Ibague,Estación de policía sur,"3,013,460,535",15
Ibague,Estación de policía centro,"3,013,460,571",6
Meta,Estación de Policía Guamal,"3,212,911,139",1
Uraba,Estación de Policíaturbo,"3,016,537,323",5
ValledeAburra,Estación de Policía caldas,"3,127,208,341",4
Cali,Estación el diamante,"3,105,202,906",8
Pereira,Estación de Policía dos quebradas,"3,013,461,289",19
Bogotá,Estación de Policía rafael uribe,"3,002,020,650",31
Quindio,Estación la tebaida,"3,218,387,303",2
Cundinamarca,Estación de Policía Villeta,"3,017,780,700",1
Nariño,Estación de Policía tuquerres,"3,147,047,610",2
Popayán,Estación de policía sur popayán,"3,014,408,072",5
Bogotá,Estación de Policía usme,"3,008,057,960",21
Cali,Estación los mangos,"3,105,196,449",15
Villavicencio,Estación de Policía Fundadores,"3,214,512,830",32
ValledeAburra,Estación de Policía la castilla,"3,127,144,744",13
Valle,Estación pradera,"3,148,542,890",2
Bogotá,Estación de Policía san cristobal,"3,013,460,354",46
Valle,Estación de Policía tulua,"3,016,522,164",21
Bogotá,Estación de Policía rafael uribe,"3,017,553,210",2
Cartagena,Estación de Policía virgen y turistica,"3,013,461,769",14
Ibague,Estación de policía centro,"3,013,460,569",7
Santander,Estación socorro,"3,187,442,014",1
ValledeAburra,Estación de Policía la candelaria,"3,014,382,440",29
Quindio,Estación Armenia,"3,128,179,040",16
Ibague,Estación de policía sur,"3,013,460,544",4
Bogotá,Estación de Policía teusaquillo,"3,017,560,200",1
Barranquilla,Estación de Policía simon bolivar,"3,013,461,199",18
ValledeAburra,Estación Laureles,"3,005,611,963",25
Pereira,Estación cuba,"3,105,313,937",8
Cundinamarca,Estación de Policía Fusagasuga,"3,004,720,020",2
ValledeAburra,Estación de Policía la candelaria,"3,006,149,801",55
Cali,Estación de Policía jamundi,"3,014,651,276",6
Cali,Estación de Policía yumbo,"3,105,270,620",2
Pereira,Estación pereira,"3,216,257,732",17
Pasto,Estación sur,"3,218,431,159",11
Santander,Estación barbosa,"3,118,837,670",1
Cartagena,Estación de Policía nuevo bosque,"3,135,444,924",2
Bogotá,Estación de Policía santa fe,"3,008,085,074",25
Cali,Estación el vallado,"3,014,392,107",16
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,748,041",16
Cali,Estación de Policía floralia,"3,105,302,671",4
Barranquilla,Estación de Policía soledad centro historico,"3,013,461,782",3
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,942",70
ValledeAburra,Estación de Policía aranjuez,"3,006,160,082",21
Bogotá,Estación de Policía antonio nariño,"3,002,030,319",18
Bogotá,Estación de Policía suba,"3,008,057,233",49
Cali,Estación el guabal,"3,105,325,103",1
Cali,Estación los mangos,"3,014,405,602",18
Ibague,Estación de policía norte,"3,013,460,422",34
Pasto,Estación sur,"3,218,431,156",8
Cali,Estación de Policía municipal,"3,014,393,092",9
Cali,Estación limonar,"3,012,470,783",9
ValledeAburra,Estación de Policía doce de octubre,"3,127,211,274",4
Valle,Estación de Policía Cascajal,"3,014,400,435",18
Cartagena,Estación de Policía virgen y turistica,"3,215,015,211",16
Bogotá,Estación de Policía kennedy,"3,017,538,011",49
Villavicencio,Estación de Policía Restrepo,"3,108,683,252",1
Cartagena,Estación de Policía centro historico,"3,106,318,222",22
Popayán,Estación de policía sur popayán,"3,014,381,375",12
Bogotá,Estación de Policía fontibon,"3,017,553,386",15
Valle,Estación de Policía tulua,"3,016,528,836",14
Cartagena,Estación de Policía el pozon,"3,004,312,777",5
Nariño,Estación ipiales,"3,136,990,933",4
Barranquilla,Estación de Policía centro historico,"3,013,461,736",5
ValledeAburra,Estación de Policía envigado,"3,127,148,823",11
Bogotá,Estación de Policía san cristobal,"3,013,460,311",64
Bogotá,Estación de Policía tunjuelito,"3,013,460,310",21
Cundinamarca,Estación de Policía Fusagasuga,"3,004,179,630",1
Pereira,Estación cuba,"3,104,679,194",3
Bogotá,Estación de Policía bosa,"3,002,001,146",34
ValledeAburra,Estación de Policía aranjuez,"3,014,380,052",13
Valle,Estación de Policía palmira,"3,014,404,081",19
Pereira,Estación la virginia,"3,137,025,876",2
Cartagena,Estación de Policía el pozon,"3,006,900,689",7
Cali,Estación el diamante,"3,105,292,059",19
Bogotá,Estación de Policía kennedy,"3,017,533,598",10
Putumayo,Estación de Policía puerto asis,"3,126,161,779",4
ValledeAburra,Estación de Policía belen,"3,006,161,881",40
Quindio,Estación Armenia,"3,148,313,830",31
Barranquilla,Estación de Policía malambo,"3,013,461,221",9
Cali,Estación de Policía municipal,"3,105,124,082",2
Bogotá,Estación de Policía puente aranda,"3,002,014,207",4
Bogotá,Estación de Policía tunjuelito,"3,013,460,308",23
Cali,Estación el diamante,"3,014,400,425",21
Bogotá,Estación de Policía bosa,"3,013,460,281",54
Bogotá,Estación de Policía barrios unidos,"3,013,461,376",31
Antioquia,Estación Rionegro,"3,168,645,134",4
Valle,Estación de Policía ulloa,"3,206,397,575",1
Neiva,Estación de Policía neiva,"3,016,555,465",55
Uraba,Estación de Policía apartado,"3,016,537,521",9
Cali,Estación san francisco,"3,105,337,785",1
SantaMarta,Estación de Policía cienaga,"3,174,416,947",12
Cali,Estación junin,"3,014,671,370",6
Pasto,Estación norte,"3,218,431,109",9
Cali,Estación san francisco,"3,014,383,859",7
Guajira,Estación de Policía Maicao,"3,017,039,467",5
Bogotá,Estación de Policía kennedy,"3,008,049,772",60
NortedeSantander,Estación pamplona,"3,103,042,646",1
Ibague,Estación de policía sur,"3,013,460,490",13
Pereira,Estación cuba,"3,216,271,516",5
ValledeAburra,Estación de Policía poblado,"3,127,167,484",7
Popayán,Estación de policía sur popayán,"3,014,408,965",4
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,737,324",12
Cali,Estación limonar,"3,105,295,304",7
Cartagena,Estación de Policía caribe norte,"3,106,425,085",12
Bogotá,Estación de Policía suba,"3,017,557,592",67
Bogotá,Estación de Policía fontibon,"3,016,831,586",1
Cundinamarca,Estación de Policía la Capilla,"3,004,690,471",1
Valle,Estación de Policía roldanillo,"3,103,478,827",1
Bogotá,Estación de Policía kennedy,"3,002,012,635",9
NortedeSantander,Estación ocaña,"3,016,567,222",8
Bogotá,Estación de Policía suba,"3,008,627,397",38
Ibague,Estación de policía centro,"3,013,460,562",4
Bogotá,Estación de Policía usaquen,"3,017,537,930",36
Bogotá,Estación de Policía puente aranda,"3,002,014,653",20
Neiva,Estación de Policía neiva,"3,016,557,731",23
Cúcuta,Estación puerto santander,"3,153,486,061",2
Bogotá,Estación de Policía usme,"3,002,024,072",5
Bogotá,Estación de Policía engativa,"3,013,460,215",68
Cundinamarca,Estación de Policía leon XIII,"3,188,882,845",8
Barranquilla,Estación de Policía centro historico,"3,013,461,405",13
Bogotá,Estación de Policía chapinero,"3,017,562,347",19
ValledeAburra,Estación de Policía la castilla,"3,006,150,619",35
Bogotá,Estación de Policía engativa,"3,008,051,520",56
Meta,Estación de Policía  Puerto López,"3,107,664,371",3
Villavicencio,Estación de Policía Fundadores,"3,214,332,734",29
ValledeAburra,Estación de Policía la castilla,"3,005,611,979",32
Pereira,subEstación la honda,"3,105,580,159",1
Bogotá,Estación de Policía ciudad bolivar,"3,017,553,705",23
Quindio,Estación Armenia,"3,128,298,991",6
Bogotá,Estación de Policía suba,"3,008,094,733",14
ValledeAburra,Estación de Policía envigado,"3,127,206,430",17
Bogotá,Estación de Policía kennedy,"3,013,460,768",115
Bucaramanga,Estación e-01 norte,"3,013,460,625",15
Villavicencio,Estación de Policía Fundadores,"3,212,806,821",3
Bogotá,Estación de Policía antonio nariño,"3,013,460,745",23
Guajira,Estación de Policía Maicao,"3,004,057,826",10
Bogotá,Estación de Policía teusaquillo,"3,002,000,876",26
Bogotá,Estación de Policía antonio nariño,"3,002,004,257",12
Santander,Estación sabana de torres,"3,152,635,674",2
Bogotá,Estación de Policía chapinero,"3,013,460,846",53
Bogotá,Estación de Policía suba,"3,013,460,837",106
Bucaramanga,Estación e-01 norte,"3,013,460,630",19
Bogotá,Estación de Policía usme,"3,017,558,284",8
Cali,Estación la candelaria,"3,174,340,585",5
ValledeAburra,Estación de Policía belen,"3,006,165,130",28
ValledeAburra,Estación de Policía sabaneta,"3,127,141,032",4
Bogotá,Estación de Policía kennedy,"3,013,460,781",110
Pasto,Estación centro,"3,218,431,140",16
Bucaramanga,Estación e-02 centro,"3,013,460,655",13
Bogotá,Estación de Policía rafael uribe,"3,002,003,368",22
Ibague,Estación de policía norte,"3,013,460,552",14
Guajira,Estación de Policía San Juan,"3,007,146,195",1
Cali,Estación de Policía alfonso lopez,"3,105,325,547",3
Bogotá,Estación de Policía san cristobal,"3,013,460,313",63
Huila,Estación de Policía pitalito,"3,123,600,132",4
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,743,441",22
Ibague,Estación de policía norte,"3,013,460,435",4
Bogotá,Estación de Policía puente aranda,"3,007,458,836",24
Cundinamarca,Estación de Policía Cazuca,"3,004,705,082",12
Bogotá,Estación de Policía fontibon,"3,008,007,033",16
Pereira,Estación cuba,"3,013,461,336",16
ValledeAburra,Estación de Policía aranjuez,"3,127,206,509",6
Bogotá,Estación de Policía rafael uribe,"3,017,572,324",18
Bogotá,Estación de Policía tunjuelito,"3,008,057,328",15
Cali,Estación la candelaria,"3,105,238,541",2
Bogotá,Estación de Policía engativa,"3,008,049,800",41
Bogotá,Estación de Policía teusaquillo,"3,002,020,889",4
Pereira,Estación cuba,"3,113,265,365",1
Bogotá,Estación de Policía suba,"3,008,098,099",17
Villavicencio,Estación de Policía Villavicencio,"3,212,617,722",22
Pereira,Estación pereira,"3,142,539,820",8
Ibague,Estación de policía sur,"3,013,460,491",28
Valle,Estación de Policía Cascajal,"3,014,392,665",39
Bogotá,Estación de Policía ciudad bolivar,"3,017,601,687",66
ValledeAburra,Estación de Policía la castilla,"3,006,173,793",23
Bogotá,Estación de Policía chapinero,"3,008,090,870",20
Popayán,Estación de policía sur popayán,"3,014,385,044",23
Cali,subEstación villa gorgona,"3,105,116,715",1
Bogotá,Estación de Policía ciudad bolivar,"3,002,013,834",26
Neiva,Estación de Policía neiva,"3,016,555,262",37
Cali,Estación de Policía floralia,"3,014,655,558",13
Pereira,Estación de Policía dos quebradas,"3,117,912,437",5
Villavicencio,Estación de Policía Centauros,"3,214,547,564",17
Bogotá,Estación de Policía fontibon,"3,017,568,986",32
Cúcuta,Estación de Policía los patios,"3,155,775,945",3
Villavicencio,Estación de Policía Villavicencio,"3,212,570,996",10
ValledeAburra,Estación de Policía la candelaria,"3,006,150,483",53
Bogotá,Estación de Policía santa fe,"3,002,028,405",32
Neiva,Estación de Policía neiva,"3,016,555,637",29
ValledeAburra,Estación Laureles,"3,127,150,163",1
Cali,Estación vijes,"3,105,273,803",1
Cali,Estación el guabal,"3,014,897,963",11
ValledeAburra,Estación de Policía villa hermosa,"3,017,423,224",5
Bogotá,Estación de Policía puente aranda,"3,017,532,893",16
Cartagena,Estación de Policía bocagrande,"3,215,047,523",2
Barranquilla,Estación de Policía los almendros,"3,013,461,792",7
MagdalenaMedio,Estación de Policía Puerto Boyaca,"3,212,355,236",2
Cali,Estación fray damian,"3,014,670,733",6
Pereira,Estación de Policía dos quebradas,"3,104,452,800",12
Cali,Estación el guabal,"3,105,327,644",5
Bogotá,Estación de Policía engativa,"3,008,000,059",31
Barranquilla,Estación de Policía bosque,"3,015,795,783",17
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,744,430",27
Popayán,Estación de policía sur popayán,"3,014,392,021",44
Antioquia,Estación de Policía Segovia,"3,147,729,741",1
Cúcuta,Estación de Policía villa del rosario,"3,157,867,818",3
SantaMarta,Estación de Policía cienaga,"3,017,675,448",15
Pereira,Estación la virginia,"3,207,606,275",6
Cundinamarca,Estación de Policía Cazuca,"3,004,703,631",10
Bogotá,Estación de Policía ciudad bolivar,"3,017,555,283",2
Bogotá,Estación de Policía kennedy,"3,013,460,225",105
Cartagena,Estación de Policía caribe norte,"3,106,308,964",25
ValledeAburra,Estación de Policía la candelaria,"3,006,149,761",51
Antioquia,Estación Anza,"3,116,391,841",1
Bogotá,Estación de Policía engativa,"3,002,006,590",59
ValledeAburra,Estación de Policía poblado,"3,005,612,805",19
Barranquilla,Estación de Policía simon bolivar,"3,013,461,337",20
Caldas,Estación de Policía Manizales,"3,217,082,751",12
Antioquia,Estación la Ceja,"3,122,262,080",1
Cali,Estación la flora,"3,105,325,691",8
Bogotá,Estación de Policía santa fe,"3,017,562,757",40
Bucaramanga,Estación e-01 norte,"3,013,460,595",5
Bogotá,Estación de Policía suba,"3,002,006,830",63
Caqueta,Estación de Policía San Vicente del Caguan,"3,174,333,690",2
Valle,Estación de Policía palmira,"3,014,406,669",24
Barranquilla,Estación de Policía bosque,"3,015,796,365",10
Cúcuta,Estación de Policía centro,"3,155,499,426",1
Bogotá,Estación de Policía kennedy,"3,002,016,344",6
Popayán,Estación de policía sur popayán,"3,014,388,756",33
Bogotá,Estación de Policía chapinero,"3,007,411,566",11
Pereira,Estación pereira,"3,217,821,951",16
Bogotá,Estación de Policía antonio nariño,"3,013,460,738",27
Barranquilla,Estación de Policía los almendros,"3,013,461,215",3
Tolima,Estación de Policía melgar,"3,012,471,015",2
ValledeAburra,Estación de Policía aranjuez,"3,127,208,766",10
Bogotá,Estación de Policía engativa,"3,008,083,633",2
Cali,Estación mariano ramos,"3,105,203,907",6
Barranquilla,Estación de Policía bosque,"3,013,461,373",11
Neiva,Estación de Policía neiva,"3,016,558,417",15
Bogotá,Estación de Policía bosa,"3,017,532,864",43
Bogotá,Estación de Policía chapinero,"3,013,460,994",49
Cartagena,Estación de Policía turbaco,"3,106,066,206",1
Bogotá,Estación de Policía bosa,"3,007,458,707",49
Barranquilla,Estación de Policía soledad centro historico,"3,015,795,885",15
Cali,Estación desepaz,"3,105,237,409",7
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,174,340,560",29
Bogotá,Estación de Policía usaquen,"3,008,098,071",16
Cali,Estación la flora,"3,014,653,008",15
Valle,Estación de Policía palmira,"3,014,406,665",2
ValledeAburra,Estación de Policía la candelaria,"3,127,213,787",11
Ibague,Estación de policía sur,"3,013,460,545",2
Popayán,Estación de policía sur popayán,"3,014,385,256",21
Pereira,Estación pereira,"3,117,254,643",23
Cali,Estación la flora,"3,105,307,394",5
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,738,699",2
Bogotá,Estación de Policía san cristobal,"3,017,535,780",35
Bogotá,Estación de Policía kennedy,"3,013,460,793",107
Valle,Estación de Policía Cascajal,"3,014,396,233",15
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,377",81
Cali,Estación junin,"3,105,274,961",4
Bogotá,Estación de Policía martires,"3,017,558,435",22
Bogotá,Estación de Policía bosa,"3,017,561,406",41
Bogotá,Estación de Policía usaquen,"3,013,460,949",54
Bogotá,Estación de Policía ciudad bolivar,"3,017,537,311",22
Bogotá,Estación de Policía kennedy,"3,017,538,290",19
Bogotá,Estación de Policía santa fe,"3,017,568,563",37
Villavicencio,Estación de Policía Fundadores,"3,212,809,350",4
Bogotá,Estación de Policía suba,"3,002,029,398",11
Bucaramanga,Estación giron centro,"3,013,461,902",1
Barranquilla,Estación de Policía ciudadela,"3,015,796,010",11
Guajira,Estación de Policía Maicao,"3,006,082,284",3
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,740,119",18
Cundinamarca,Estación de Policía San Mateo,"3,004,724,534",1
Cali,Estación de Policía agua blanca,"3,014,655,005",6
Quindio,Estación Armenia,"3,128,224,062",13
Meta,Estación de Policía Granada,"3,174,296,720",6
Mata,Estación de Policía Vista Hermosa,"3,208,144,959",1
Nariño,Estación norte,"3,207,850,033",12
Popayán,Estación de policía sotara,"3,012,470,103",1
ValledeAburra,Estación San Javier,"3,015,620,283",17
Cali,Estación de Policía municipal,"3,105,157,754",4
Bogotá,Estación de Policía chapinero,"3,007,458,675",33
NortedeSantander,Estación chinacota,"3,123,051,883",1
Neiva,Estación de Policía neiva,"3,016,557,377",13
Cundinamarca,Estación de Policía leon XIII,"3,214,514,878",9
Valle,Estación de Policía Cascajal,"3,014,403,156",4
Casanare,Estación Yopal,"3,142,077,085",3
Santander,Estación barbosa,"3,127,213,694",2
Cali,Estación de Policía floralia,"3,105,300,533",2
ValledeAburra,Estación de Policía bello,"3,017,423,182",3
Villavicencio,Estación de Policía Fundadores,"3,212,804,298",2
Cali,Estación el lido,"3,014,645,079",11
ValledeAburra,Estación de Policía bello,"3,127,200,526",15
Cali,Estación mariano ramos,"3,014,391,885",11
Bogotá,Estación de Policía rafael uribe,"3,017,552,806",8
Valle,Estación de Policía Cascajal,"3,014,386,533",7
Bogotá,Estación de Policía bosa,"3,013,460,271",73
Bogotá,Estación de Policía engativa,"3,017,534,244",54
Cundinamarca,Estación de Policía Zipaquira,"3,013,460,935",3
Caldas,Estación de Policía Manizales,"3,217,045,633",23
Cali,Estación los mangos,"3,105,191,207",7
ValledeAburra,Estación de Policía la candelaria,"3,006,146,722",57
Popayán,Estación de policía norte popayán,"3,014,401,043",28
Valle,Estación de Policía palmira,"3,014,402,538",10
ValledeAburra,Estación Laureles,"3,127,342,646",11
Bogotá,Estación de Policía engativa,"3,013,460,207",72
Cali,subEstación la voragine,"3,174,359,816",1
Ibague,Estación de policía centro,"3,013,460,386",14
ValledeAburra,Estación de Policía manrique,"3,127,211,189",2
Bogotá,Estación de Policía suba,"3,002,011,565",12
Barranquilla,Estación de Policía bosque,"3,013,461,815",22
Quindio,Estación circasia,"3,107,418,855",2
ValledeAburra,Estación de Policía aranjuez,"3,006,160,892",20
Cúcuta,Estación de Policía centro,"3,167,391,483",6
ValledeAburra,Estación de Policía itagui,"3,127,216,060",12
Ibague,Estación de policía norte,"3,013,460,445",10
Valle,Estación de Policía Cascajal,"3,014,408,636",34
Cundinamarca,Estación de Policía Chicó,"3,004,724,337",1
Bogotá,Estación de Policía puente aranda,"3,017,562,621",19
Bogotá,Estación de Policía antonio nariño,"3,013,460,739",26
Bogotá,Estación de Policía rafael uribe,"3,008,093,761",29
Pasto,Estación sur,"3,218,431,176",28
Cúcuta,Estación de Policía el zulia,"3,174,362,174",3
Cartagena,Estación de Policía centro historico,"3,106,329,258",10
Bogotá,Estación de Policía fontibon,"3,002,028,031",4
ValledeAburra,Estación de Policía aranjuez,"3,006,163,491",26
NortedeSantander,Estación ocaña,"3,016,558,285",6
Pasto,Estación sur,"3,218,431,171",23
Cali,Estación de Policía nueva floresta,"3,014,382,828",8
Bogotá,Estación de Policía suba,"3,013,460,982",91
ValledeAburra,Estación Laureles,"3,006,175,048",15
Bogotá,Estación de Policía barrios unidos,"3,013,461,807",28
Bogotá,Estación de Policía rafael uribe,"3,017,603,602",27
Tolima,Estación de Policía melgar,"3,016,567,096",3
Bogotá,Estación de Policía ciudad bolivar,"3,002,011,899",58
Pereira,subEstación morelia,"3,104,491,067",1
Bogotá,Estación de Policía fontibon,"3,017,571,890",8
Cali,Estación de Policía alfonso lopez,"3,105,325,024",1
Bogotá,Estación de Policía barrios unidos,"3,013,460,996",26
Antioquia,Estación Santafe de Antioquia,"3,136,046,175",1
Valle,Estación de Policía tulua,"3,016,521,663",6
ValledeAburra,Estación de Policía bello,"3,127,214,690",13
Meta,Estación de Policía San Juan de Arama,"3,115,789,950",1
Bogotá,Estación de Policía santa fe,"3,002,024,114",5
Cali,Estación san francisco,"3,014,380,220",6
Bogotá,Estación de Policía bosa,"3,002,014,104",39
Bogotá,Estación de Policía engativa,"3,017,538,231",45
Neiva,Estación de Policía neiva,"3,016,558,586",14
Pereira,Estación la virginia,"3,105,297,962",4
Cartagena,Estación de Policía centro historico,"3,116,835,243",27
Bogotá,Estación de Policía suba,"3,007,411,629",61
Valle,Estación de Policía tulua,"3,016,527,410",13
Neiva,Estación de Policía neiva,"3,016,529,018",61
Barranquilla,Estación de Policía soledad centro historico,"3,015,796,036",8
Bogotá,Estación de Policía rafael uribe,"3,013,460,363",37
Bogotá,Estación de Policía candelaria,"3,002,016,695",5
SantaMarta,Estación de Policía cienaga,"3,016,874,424",7
Pasto,Estación de Policía aeropuerto antonio nariño,"3,174,197,789",1
Cali,subEstación el carmelo,"3,105,238,653",1
Cali,Estación de Policía municipal,"3,105,126,270",6
Bogotá,Estación de Policía ciudad bolivar,"3,017,559,109",30
Valle,Estación de Policía Cascajal,"3,157,075,756",29
ValledeAburra,Estación de Policía bello,"3,012,620,135",16
Barranquilla,Estación de Policía soledad centro historico,"3,015,796,502",4
Neiva,Estación de Policía neiva,"3,016,557,562",22
Barranquilla,Estación de Policía norte,"3,013,461,816",5
Pereira,subEstación cerritos,"3,105,310,773",1
ValledeAburra,Estación de Policía buenos aires,"3,127,146,310",3
Bogotá,Estación de Policía antonio nariño,"3,017,552,803",7
Pasto,Estación centro,"3,218,431,147",23
Cali,Estación desepaz,"3,014,388,362",21
Bogotá,Estación de Policía martires,"3,013,460,710",31
Bogotá,Estación de Policía engativa,"3,008,007,290",27
Cali,Estación el lido,"3,105,295,346",4
SantaMarta,Estación de Policía pueblo viejo,"3,174,334,685",1
Bucaramanga,Estación floridablanca centro,"3,013,461,889",9
Bogotá,Estación de Policía rafael uribe,"3,017,556,621",3
Bogotá,Estación de Policía puente aranda,"3,002,009,044",22
Cali,Estación melendez,"3,014,392,831",8
ValledeAburra,Estación de Policía belen,"3,127,219,870",2
Bogotá,Estación de Policía rafael uribe,"3,017,577,746",1
Bogotá,Estación de Policía teusaquillo,"3,017,557,713",23
Bogotá,Estación de Policía san cristobal,"3,007,925,922",3
Bogotá,Estación de Policía suba,"3,002,030,057",2
Bogotá,Estación de Policía rafael uribe,"3,007,410,535",4
ValledeAburra,Estación de Policía belen,"3,127,130,254",11
Bogotá,Estación de Policía bosa,"3,013,460,239",75
Bogotá,Estación de Policía santa fe,"3,017,537,572",23
Cordoba,Estación de Policía Montelibano,"3,106,617,957",1
Antioquia,Estación Montebello,"3,146,623,096",1
Bogotá,Estación de Policía santa fe,"3,017,537,547",26
Cúcuta,Estación de Policía belen,"3,167,375,061",9
Cartagena,Estación de Policía nuevo bosque,"3,135,446,165",16
Pasto,Estación norte,"3,218,431,124",24
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,742,497",7
Ibague,Estación de policía sur,"3,013,460,542",8
Popayán,Estación de policía sur popayán,"3,014,408,702",3
ValledeAburra,Estación de Policía poblado,"3,005,612,133",20
Cartagena,Estación de Policía nuevo bosque,"3,116,800,048",1
Cundinamarca,Estación de Policía Zipaquira,"3,013,461,928",2
Bucaramanga,Estación giron centro,"3,013,461,914",6
Cúcuta,Estación de Policía villa del rosario,"3,174,361,885",6
Valle,Estación de Policía Cascajal,"3,014,396,493",14
Pasto,Estación sur,"3,218,431,165",17
Valle,Estación de Policía Cascajal,"3,014,402,614",3
Cali,Estación el diamante,"3,105,245,051",12
Cali,Estación de Policía jamundi,"3,014,898,039",9
Villavicencio,Estación de Policía Villavicencio,"3,212,294,348",2
SantaMarta,Estación de Policía el rodadero,"3,008,746,748",12
Bogotá,Estación de Policía ciudad bolivar,"3,017,573,082",51
Valle,Estación de Policía Cascajal,"3,117,242,579",18
Bogotá,Estación de Policía chapinero,"3,017,536,279",7
Cartagena,Estación de Policía turbaco,"3,106,303,324",2
Ibague,Estación de policía norte,"3,013,460,456",31
Ibague,Estación de policía centro,"3,013,460,564",9
Bogotá,Estación de Policía usme,"3,017,535,690",25
Arauca,Estación Cubara,"3,202,978,702",1
Cali,Estación la flora,"3,014,382,445",14
Bogotá,Estación de Policía kennedy,"3,013,460,223",104
Bogotá,Estación de Policía rafael uribe,"3,008,083,415",11
Villavicencio,Estación de Policía Fundadores,"3,214,622,705",33
Bogotá,Estación de Policía kennedy,"3,008,097,661",59
Bogotá,Estación de Policía engativa,"3,002,020,459",9
Valle,Estación de Policía el cerrito,"3,153,740,614",1
Barranquilla,Estación de Policía el silencio,"3,013,461,813",1
Popayán,Estación de policía norte popayán,"3,014,400,187",22
ValledeAburra,Estación de Policía aranjuez,"3,014,570,136",11
Bogotá,Estación de Policía engativa,"3,008,054,725",35
Pereira,Estación pereira,"3,117,572,650",4
Bolivar,Estación de Policía Magangue,"3,016,567,076",3
Bogotá,Estación de Policía kennedy,"3,013,460,178",102
Bogotá,Estación de Policía suba,"3,002,012,944",15
Barranquilla,Estación de Policía ciudadela,"3,015,796,163",18
Bogotá,Estación de Policía santa fe,"3,013,460,678",46
Bucaramanga,Estación e-02 centro,"3,013,460,643",6
Huila,Estación de Policía pitalito,"3,115,537,052",2
Bogotá,Estación de Policía suba,"3,002,013,184",8
Ibague,Estación de policía norte,"3,013,460,392",17
Ibague,Estación de policía sur,"3,013,460,520",22
Bogotá,Estación de Policía suba,"3,002,007,904",42
Bogotá,Estación de Policía ciudad bolivar,"3,017,533,705",20
Villavicencio,Estación de Policía Villavicencio,"3,212,572,245",11
ValledeAburra,Estación de Policía aranjuez,"3,006,163,243",19
Ibague,Estación de policía centro,"3,013,460,559",15
Neiva,Estación de Policía neiva,"3,016,555,157",43
Cúcuta,Estación de Policía villa del rosario,"3,174,338,097",2
Neiva,Estación de Policía neiva,"3,016,555,776",27
ValledeAburra,Estación de Policía la castilla,"3,006,172,503",22
Risaralda,Estación mistrato,"3,147,527,561",1
Meta,Estación de Policía Guamal,"3,212,788,037",2
Cúcuta,Estación de Policía centro,"3,153,378,488",17
Bogotá,Estación de Policía engativa,"3,008,048,932",57
Antioquia,Estación Marinilla,"3,206,295,472",1
Cali,Estación de Policía yumbo,"3,014,659,359",9
Bogotá,Estación de Policía kennedy,"3,007,412,667",37
ValledeAburra,Estación de Policía aranjuez,"3,006,163,283",18
