departamento,estacion,numerodecontacto,cuadrante
SantaMarta,Estación de Policía el rodadero,"3,008,740,022",4
Cundinamarca,Estación de Policía Ubate,"3,124,765,282",1
ValledeAburra,Estación de Policía doce de octubre,"3,127,210,126",2
Valle,Estación de Policía buga,"3,014,397,024",1
Bucaramanga,Estación giron centro,"3,013,461,907",4
Bogotá,Estación de Policía engativa,"3,008,089,396",22
Cesar,Estación de Policía Aguachica,"3,186,926,514",4
Bogotá,Estación de Policía suba,"3,013,460,987",101
Cúcuta,Estación de Policía el zulia,"3,163,441,929",1
Popayán,Estación de policía norte popayán,"3,014,400,814",25
Bogotá,Estación de Policía kennedy,"3,007,924,831",28
Antioquia,Estación Rionegro,"3,167,430,826",6
ValledeAburra,Estación de Policía belen,"3,127,148,811",9
Bogotá,Estación de Policía ciudad bolivar,"3,002,012,041",56
Bogotá,Estación de Policía usme,"3,017,552,683",14
Popayán,Estación de policía norte popayán,"3,014,395,681",3
Cundinamarca,Estación de Policía Madrid,"3,126,059,095",3
Cali,Estación de Policía agua blanca,"3,014,654,721",10
Meta,Estación Cabuyaro,"3,105,121,011",1
Bogotá,Estación de Policía candelaria,"3,013,460,734",14
Cali,Estación junin,"3,014,385,622",5
Barranquilla,Estación de Policía bosque,"3,013,461,370",18
Bogotá,Estación de Policía san cristobal,"3,008,091,952",7
Cali,Estación de Policía yumbo,"3,105,329,089",1
Bogotá,Estación de Policía puente aranda,"3,013,460,690",31
Valle,Estación de Policía cartago,"3,014,408,959",2
Valle,Estación de Policía riofrio,"3,153,911,265",1
Huila,Estación de Policía la plata,"3,016,529,083",1
Bogotá,Estación de Policía fontibon,"3,008,053,092",13
Popayán,Estación de policía sur popayán,"3,014,387,494",26
Cartagena,Estación de Policía nuevo bosque,"3,107,006,323",5
ValledeAburra,Estación de Policía la candelaria,"3,014,580,475",25
ValledeAburra,Estación de Policía aranjuez,"3,014,671,064",16
Cúcuta,Estación de Policía belen,"3,155,777,153",6
Barranquilla,Estación de Policía soledad centro historico,"3,013,461,821",12
Bogotá,Estación de Policía suba,"3,002,019,472",50
Bogotá,Estación de Policía suba,"3,013,460,880",94
NortedeSantander,Estación pamplona,"3,103,051,221",3
Bogotá,Estación de Policía bosa,"3,017,604,481",8
Ibague,Estación de policía norte,"3,013,460,463",25
Tolima,Estación de Policía melgar,"3,115,509,853",5
Bogotá,Estación de Policía engativa,"3,017,536,049",12
ValledeAburra,Estación de Policía aranjuez,"3,127,217,328",9
Bogotá,Estación de Policía teusaquillo,"3,013,460,812",29
Popayán,Estación de policía norte popayán,"3,014,394,857",5
Pereira,Estación de Policía dos quebradas,"3,104,678,828",10
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,743,740",13
ValledeAburra,Estación de Policía la castilla,"3,127,200,406",10
Bogotá,Estación de Policía martires,"3,008,097,662",6
Valle,Estación de Policía tulua,"3,016,522,156",2
Risaralda,Estación de Policía santa rosa de cabal,"3,207,615,352",9
Villavicencio,Estación de Policía Centauros,"3,214,542,799",14
Bogotá,Estación de Policía bosa,"3,002,005,147",5
Bucaramanga,Estación e-02 centro,"3,013,461,832",16
Pereira,subEstación el manzano,"3,013,461,328",1
Cali,subEstación san joaquin,"3,105,126,358",1
Bogotá,Estación de Policía suba,"3,002,013,127",37
Popayán,Estación de policía sur popayán,"3,014,390,995",37
Bogotá,Estación de Policía suba,"3,008,005,135",65
Bogotá,Estación de Policía chapinero,"3,017,564,347",19
Popayán,Estación de policía norte popayán,"3,014,407,048",36
Popayán,Estación de policía sur popayán,"3,014,391,633",43
SantaMarta,Estación de Policía la paz,"3,174,284,703",8
Bucaramanga,Estación e-03 sur,"3,013,461,861",12
Bogotá,Estación de Policía usaquen,"3,008,095,484",23
Barranquilla,Estación de Policía el silencio,"3,013,461,812",3
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,745,295",6
Cúcuta,Estación de Policía ospina perez,"3,174,801,485",11
Bogotá,Estación de Policía engativa,"3,017,562,135",6
Valle,Estación de Policía palmira,"3,014,404,729",20
Cali,Estación el diamante,"3,105,310,373",4
Bogotá,Estación de Policía fontibon,"3,007,925,082",21
Bogotá,Estación de Policía kennedy,"3,008,051,965",95
Arauca,Estación Saravena,"3,203,002,286",1
Cali,Estación el lido,"3,105,308,271",9
Villavicencio,Estación de Policía Villavicencio,"3,212,552,930",16
Bogotá,Estación de Policía barrios unidos,"3,013,461,823",32
Bogotá,Estación de Policía engativa,"3,013,460,210",71
Bogotá,Estación de Policía santa fe,"3,002,012,481",21
Bogotá,Estación de Policía teusaquillo,"3,013,460,819",38
Cali,Estación el vallado,"3,105,293,258",10
Pereira,Estación pereira,"3,214,834,247",15
Meta,Estación de Policía Puerto López,"3,103,409,757",1
Bucaramanga,Estación e-01 norte,"3,013,460,596",6
Cali,Estación mariano ramos,"3,014,898,049",14
Nariño,Estación de Policía tuquerres,"3,147,009,426",3
Bogotá,Estación de Policía kennedy,"3,013,460,758",118
Neiva,Estación de Policía neiva,"3,016,557,610",10
Bogotá,Estación de Policía san cristobal,"3,017,575,667",31
Bucaramanga,Estación la cumbre,"3,013,461,900",7
Villavicencio,Estación de Policía Centauros,"3,214,524,467",6
Bogotá,Estación de Policía martires,"3,008,089,083",4
Antioquia,Estación Guatape,"3,146,720,062",1
Bogotá,Estación de Policía teusaquillo,"3,002,016,241",9
Bogotá,Estación de Policía usme,"3,017,553,983",18
Barranquilla,Estación de Policía san jose,"3,013,461,236",9
Bogotá,Estación de Policía bosa,"3,017,569,278",35
Bogotá,Estación de Policía kennedy,"3,008,053,250",79
Barranquilla,Estación de Policía soledad centro historico,"3,015,796,737",5
Cartagena,Estación de Policía caribe norte,"3,215,105,202",14
Villavicencio,Estación de Policía Fundadores,"3,212,854,755",20
Cali,Estación el guabal,"3,105,227,908",7
ValledeAburra,Estación de Policía belen,"3,127,224,204",15
Cali,Estación el diamante,"3,014,892,068",23
Barranquilla,Estación de Policía soledad 2000,"3,013,461,772",11
Bogotá,Estación de Policía puente aranda,"3,013,460,705",25
Bogotá,Estación de Policía san cristobal,"3,008,000,497",10
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,925",76
Bogotá,Estación de Policía fontibon,"3,017,534,672",31
Huila,Estación de Policía garzon,"3,138,724,097",1
Barranquilla,Estación de Policía bosque,"3,015,796,103",20
Barranquilla,Estación de Policía centro historico,"3,013,461,411",20
NortedeSantander,Estación tibu,"3,016,567,664",2
Barranquilla,Estación de Policía ciudadela,"3,013,461,361",10
Bogotá,Estación de Policía chapinero,"3,017,537,157",14
Cesar,Estación de Policía Aguachica,"3,186,926,489",6
ValledeAburra,Estación de Policía aranjuez,"3,014,671,516",17
Pereira,Estación de Policía dos quebradas,"3,136,303,634",7
Valle,Estación de Policía Cascajal,"3,014,391,751",28
Bogotá,Estación de Policía kennedy,"3,008,086,167",66
ValledeAburra,Estación de Policía envigado,"3,127,149,964",3
Villavicencio,Estación de Policía Villavicencio,"3,212,783,215",23
Villavicencio,Estación de Policía Fundadores,"3,214,505,870",28
Bogotá,Estación de Policía ciudad bolivar,"3,008,093,795",12
ValledeAburra,Estación de Policía belen,"3,006,146,738",31
Bogotá,Estación de Policía suba,"3,013,460,815",103
ValledeAburra,Estación de Policía San Antonio de Prado,"3,006,161,174",9
Bogotá,Estación de Policía suba,"3,008,023,115",68
Bucaramanga,Estación giron centro,"3,167,787,589",9
Cali,Estación melendez,"3,105,292,105",5
Bogotá,Estación de Policía santa fe,"3,017,534,964",38
Cundinamarca,Estación de Policía Cazuca,"3,214,518,102",11
Barranquilla,Estación de Policía muvdi,"3,013,461,232",4
Bogotá,Estación de Policía usaquen,"3,017,537,114",25
Cundinamarca,Estación de Policía Facatativa,"3,143,871,971",1
Villavicencio,Estación de Policía Centauros,"3,214,530,816",10
Bogotá,Estación de Policía usme,"3,002,000,120",11
Bogotá,Estación de Policía martires,"3,013,460,713",29
Bogotá,Estación de Policía martires,"3,017,570,579",7
Cundinamarca,Estación de Policía Cazuca,"3,214,526,614",6
Bucaramanga,Estación e-03 sur,"3,013,461,874",17
Bogotá,Estación de Policía kennedy,"3,002,026,370",69
Cali,subEstación juanchito,"3,012,470,186",3
Bogotá,Estación de Policía santa fe,"3,002,030,058",11
Cali,Estación de Policía floralia,"3,014,401,839",9
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,745,163",9
Boyaca,Estación de Policía Chiquinquira,"3,004,607,329",4
Cali,Estación el lido,"3,105,291,002",8
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,369",84
Bogotá,Estación de Policía teusaquillo,"3,007,458,815",28
Pasto,Estación sur,"3,218,431,161",13
ValledeAburra,Estación de Policía la candelaria,"3,014,382,842",19
Neiva,Estación de Policía neiva,"3,016,558,650",7
Valle,Estación de Policía Cascajal,"3,014,407,412",25
Cali,Estación fray damian,"3,105,312,699",1
Ibague,Estación de policía centro,"3,013,460,408",25
ValledeAburra,Estación Laureles,"3,006,174,942",24
ValledeAburra,Estación Laureles,"3,006,170,674",29
Cali,Estación de Policía municipal,"3,014,397,330",11
Villavicencio,Estación de Policía Villavicencio,"3,212,290,550",1
ValledeAburra,Estación de Policía aranjuez,"3,014,670,852",15
ValledeAburra,Estación de Policía poblado,"3,006,147,628",23
Pasto,Estación norte,"3,218,431,102",2
Bogotá,Estación de Policía teusaquillo,"3,013,460,930",31
Bogotá,Estación de Policía ciudad bolivar,"3,008,095,912",6
Cartagena,Estación de Policía nuevo bosque,"3,215,046,346",7
Bogotá,Estación de Policía kennedy,"3,008,095,728",8
Bogotá,Estación de Policía usaquen,"3,017,570,178",17
Cali,Estación la flora,"3,105,307,364",2
Antioquia,Estación Rionegro,"3,168,318,091",2
Bogotá,Estación de Policía puente aranda,"3,006,581,755",3
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,174,327,908",30
ValledeAburra,Estación de Policía la candelaria,"3,006,172,743",54
Bogotá,Estación de Policía chapinero,"3,002,014,024",31
Barranquilla,Estación de Policía simon bolivar,"3,013,461,262",6
Popayán,Estación de policía sur popayán,"3,014,383,083",16
Ibague,Estación de policía norte,"3,013,460,440",15
Arauca,Estación Puerto Rondon,"3,146,559,475",1
Pasto,Estación norte,"3,218,431,121",21
Bogotá,Estación de Policía bosa,"3,013,460,292",57
Pereira,Estación la virginia,"3,113,289,676",3
Bogotá,Estación de Policía kennedy,"3,017,532,994",55
Cundinamarca,Estación de Policía Zipaquira,"3,004,727,675",1
Cúcuta,Estación de Policía centro,"3,155,775,216",21
Bogotá,Estación de Policía bosa,"3,008,084,255",45
Neiva,Estación de Policía neiva,"3,016,537,785",75
Bogotá,Estación de Policía kennedy,"3,008,049,707",96
NortedeSantander,Estación tibu,"3,016,567,414",1
Cartagena,Estación de Policía nuevo bosque,"3,135,434,852",3
Bogotá,Estación de Policía santa fe,"3,008,090,958",9
Neiva,Estación de Policía neiva,"3,016,558,634",26
Bogotá,Estación de Policía teusaquillo,"3,013,460,858",30
Bogotá,Estación de Policía suba,"3,007,924,697",24
Bogotá,Estación de Policía usme,"3,017,554,178",20
Quindio,Estación Armenia,"3,128,299,081",2
Popayán,Estación de policía sur popayán,"3,014,388,778",36
ValledeAburra,Estación San Javier,"3,012,620,071",18
Bogotá,Estación de Policía ciudad bolivar,"3,002,026,114",61
Bogotá,Estación de Policía suba,"3,002,008,357",9
ValledeAburra,Estación de Policía la castilla,"3,014,651,080",16
Bogotá,Estación de Policía teusaquillo,"3,017,535,500",21
Bogotá,Estación de Policía usaquen,"3,007,458,788",42
Valle,Estación de Policía Cascajal,"3,014,396,597",13
ValledeAburra,Estación de Policía poblado,"3,006,170,810",27
Meta,Estación de Policía la Macarena,"3,134,491,233",1
Cali,Estación la maria,"3,014,655,389",5
Guajira,Estación de Policía Maicao,"3,218,939,009",2
Barranquilla,Estación de Policía san jose,"3,013,461,244",1
Antioquia,Estación de Policía Remedios,"3,206,910,829",1
Bogotá,Estación de Policía ciudad bolivar,"3,017,538,532",13
Bogotá,Estación de Policía san cristobal,"3,002,001,228",5
ValledeAburra,Estación de Policía la castilla,"3,127,151,254",1
ValledeAburra,Estación de Policía la castilla,"3,127,158,890",3
Bucaramanga,Estación e-01 norte,"3,013,460,626",16
Bolivar,Estación de Policía Magangue,"3,016,567,699",2
ValledeAburra,Estación de Policía bello,"3,127,212,176",10
Valle,Estación de Policía tulua,"3,016,521,407",1
ValledeAburra,Estación de Policía popular,"3,127,133,135",5
Guajira,Estación de Policía Riohacha,"3,116,932,457",6
Valle,Estación de Policía Cascajal,"3,014,400,263",20
ValledeAburra,Estación de Policía la candelaria,"3,006,175,080",50
Bogotá,Estación de Policía rafael uribe,"3,017,569,907",25
MagdalenaMedio,Estación de Policía puerto berrio,"3,116,052,520",1
Villavicencio,Estación de Policía Villavicencio,"3,212,562,132",7
Valle,Estación de Policía palmira,"3,014,402,958",12
Bogotá,Estación de Policía engativa,"3,002,020,744",52
Bogotá,Estación de Policía santa fe,"3,013,460,668",52
Cali,Estación de Policía la rivera,"3,014,404,957",6
Bogotá,Estación de Policía ciudad bolivar,"3,017,572,828",62
ValledeAburra,Estación San Javier,"3,127,207,669",5
Bogotá,Estación de Policía suba,"3,008,099,003",39
Bogotá,Estación de Policía usaquen,"3,017,570,339",15
Bucaramanga,Estación e-01 norte,"3,013,460,623",14
Cali,Estación desepaz,"3,105,228,869",8
Bogotá,Estación de Policía bosa,"3,017,577,506",32
Villavicencio,Estación de Policía Cumaral,"3,213,415,783",2
Pereira,Estación la virginia,"3,013,461,302",5
Ibague,Estación de policía norte,"3,013,460,477",18
Bogotá,Estación de Policía suba,"3,017,555,550",7
Bogotá,Estación de Policía san cristobal,"3,013,460,322",59
ValledeAburra,Estación de Policía poblado,"3,013,924,701",10
ValledeAburra,Estación de Policía doce de octubre,"3,006,163,555",14
Pereira,Estación pereira,"3,136,051,072",22
Bogotá,Estación de Policía san cristobal,"3,002,008,921",34
Cartagena,Estación de Policía los caracoles,"3,216,752,098",13
NortedeSantander,Estación pamplona,"3,103,055,496",2
ValledeAburra,Estación de Policía la candelaria,"3,127,129,203",7
Popayán,Estación de policía norte popayán,"3,014,400,219",19
Ibague,Estación de Policía cajamarca,"3,013,460,501",1
Bogotá,Estación de Policía chapinero,"3,002,022,757",13
Bogotá,Estación de Policía suba,"3,013,460,838",104
Bogotá,Estación de Policía puente aranda,"3,008,056,956",12
Bogotá,Estación de Policía san cristobal,"3,007,925,510",2
Cundinamarca,Estación de Policía San Mateo,"3,203,800,547",5
Cali,Estación fray damian,"3,105,310,529",2
Boyaca,Estación de Policía Duitama,"3,004,604,381",1
Pasto,Estación norte,"3,218,431,117",17
Popayán,Estación de Policía timbio,"3,014,392,925",3
Cúcuta,Estación de Policía belen,"3,153,810,993",2
Antioquia,Estación Amalfi,"3,208,645,439",1
Santander,Estación barbosa,"3,118,830,794",2
Bogotá,Estación de Policía antonio nariño,"3,002,028,719",6
Cundinamarca,Estación de Policía leon XIII,"3,174,340,551",6
ValledeAburra,Estación Girardota,"3,127,213,417",3
MagdalenaMedio,Estación de Policía puerto berrio,"3,148,437,421",3
Bogotá,Estación de Policía kennedy,"3,002,012,445",88
Bogotá,Estación de Policía suba,"3,013,460,868",110
ValledeAburra,Estación de Policía poblado,"3,006,152,992",29
Cartagena,Estación de Policía virgen y turistica,"3,216,748,372",11
Guajira,Estación de Policía Maicao,"3,145,266,814",6
Bogotá,Estación de Policía puente aranda,"3,008,059,453",2
ValledeAburra,Estación de Policía la candelaria,"3,006,173,393",64
Bogotá,Estación de Policía teusaquillo,"3,002,002,325",6
Cali,Estación el vallado,"3,014,645,157",15
Cali,Estación los mangos,"3,105,335,172",5
Bogotá,Estación de Policía teusaquillo,"3,002,017,970",7
Cali,Estación fray damian,"3,014,650,984",8
Antioquia,Estación la Pintada,"3,104,056,381",1
ValledeAburra,Estación de Policía belen,"3,014,574,114",18
Popayán,Estación de policía sur popayán,"3,014,392,313",45
Bogotá,Estación de Policía kennedy,"3,013,460,752",120
Bogotá,Estación de Policía candelaria,"3,017,602,623",12
Pereira,Estación pereira,"3,127,470,960",10
Valle,Estación de Policía palmira,"3,014,406,857",22
Barranquilla,Estación de Policía el silencio,"3,013,461,238",8
Bogotá,Estación de Policía chapinero,"3,013,460,984",41
Bucaramanga,Estación e-02 centro,"3,013,460,639",3
Caldas,Estación de Policía Manizales,"3,217,081,071",11
Cali,Estación desepaz,"3,105,297,572",20
Bogotá,Estación de Policía usme,"3,017,533,087",16
