FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,DELITO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,CODIGO DANE,2015
08/11/2015 12:00:00 AM,CESAR,VALLEDUPAR (CT),Domingo,2:15,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,ARMA DE FUEGO,A PIE,A PIE,"20,001,000",1
08/11/2015 12:00:00 AM,CESAR,VALLEDUPAR (CT),Domingo,13:30,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,CONTUNDENTES,A PIE,A PIE,"20,001,000",1
08/11/2015 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Domingo,0:00,LA CASTELLANA,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"23,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:30,PUENTE LARGO E-11,URBANA,APARTAMENTO,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,NO REPORTADO,A PIE,"11,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,17:30,SANTA CECILIA E-1,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:43,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:00,ALQUERÍA LA FRAGUA E-8,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,"11,001,000",1
08/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:00,TINTAL    E-8,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
08/11/2015 12:00:00 AM,META,GRANADA,Domingo,9:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,313,000",1
08/11/2015 12:00:00 AM,NARIÑO,BUESACO,Domingo,7:40,VEREDA PARAPETOS,RURAL,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"52,110,000",1
08/11/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Domingo,11:00,CABECERA DEL LLANO,URBANA,FRENTE A BANCO - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
08/11/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Domingo,18:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
08/11/2015 12:00:00 AM,VALLE,GUADALAJARA DE BUGA,Domingo,18:30,JOSE MARIA CABAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,111,000",1
07/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Sábado,15:51,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,CONTUNDENTES,A PIE,A PIE,"11,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,-,OTRAS,-,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,NO REPORTADO,A PIE,A PIE,"11,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,1:00,CASTILLA LA NUEVA E-8,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,13:00,LA VICTORIA E-11,URBANA,APARTAMENTO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:41,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
07/11/2015 12:00:00 AM,CUNDINAMARCA,SOACHA,Sábado,23:50,JUAN PABLO I,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,CONTUNDENTES,A PIE,A PIE,"25,754,000",1
07/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Sábado,8:30,ZONA INDUSTRIAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
07/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Sábado,15:00,QUIRINAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
07/11/2015 12:00:00 AM,SANTANDER,PUENTE NACIONAL,Sábado,9:00,EL CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,572,000",1
07/11/2015 12:00:00 AM,VALLE,CALI (CT),Sábado,0:00,LA FORTALEZA E11,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
07/11/2015 12:00:00 AM,VALLE,CALI (CT),Sábado,12:45,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
07/11/2015 12:00:00 AM,VALLE,CALI (CT),Sábado,14:00,SANTA MONICA RESIDENCIAL E2,URBANA,ALMACENES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
07/11/2015 12:00:00 AM,VALLE,CALI (CT),Sábado,19:00,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
06/11/2015 12:00:00 AM,ANTIOQUIA,BELLO,Viernes,0:00,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
06/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
06/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",2
06/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Viernes,6:25,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
06/11/2015 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,11:00,LAS TORRES,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
06/11/2015 12:00:00 AM,BOYACÁ,TUNJA (CT),Viernes,17:19,CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"15,001,000",1
06/11/2015 12:00:00 AM,CAUCA,POPAYÁN (CT),Viernes,12:00,MODELO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"19,001,000",1
06/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",3
06/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,7:00,SANTA ROSA E-11,URBANA,VIAS PUBLICAS,ARTÍCULO 269D. DAÑO INFORMÁTICO,NO REPORTADO,A PIE,NO REPORTADO,"11,001,000",1
06/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,8:21,CHAPINERO ALTO E-2,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
06/11/2015 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Viernes,12:45,ABAJO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"44,001,000",1
06/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Viernes,0:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
06/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Viernes,11:15,TIMANCO,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
06/11/2015 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Viernes,9:00,RIVERA DEL RIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"47,001,000",1
06/11/2015 12:00:00 AM,META,VILLAVICENCIO (CT),Viernes,12:20,PORFIA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
06/11/2015 12:00:00 AM,PUTUMAYO,MOCOA (CT),Viernes,13:15,LIBERTADOR,URBANA,SOBRE ANDEN - VIA PUBLICA,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,"86,001,000",1
06/11/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Viernes,7:00,CIUDADELA DEL CAFE,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
06/11/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Viernes,10:24,PLAZA CIVICA CIUDAD VICTORIA,URBANA,ALMACENES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
06/11/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,0:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
06/11/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,8:50,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
06/11/2015 12:00:00 AM,SANTANDER,GIRÓN,Viernes,11:34,CASA LINDA,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,307,000",1
06/11/2015 12:00:00 AM,VALLE,CALI (CT),Viernes,0:00,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
06/11/2015 12:00:00 AM,VALLE,FLORIDA,Viernes,15:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,275,000",1
05/11/2015 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,22:50,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
05/11/2015 12:00:00 AM,ANTIOQUIA,EL CARMEN DE VIBORAL,Jueves,0:00,AURORA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,148,000",1
05/11/2015 12:00:00 AM,ANTIOQUIA,ITAGUI,Jueves,0:00,YARUMITO,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,360,000",1
05/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
05/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Jueves,9:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
05/11/2015 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Jueves,0:00,LA PRADERA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
05/11/2015 12:00:00 AM,CALDAS,MANIZALES (CT),Jueves,11:45,LA ENEA,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"17,001,000",1
05/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,0:00,CHICO NORTE II SECTOR E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
05/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:00,SANTA BARBARA CENTRAL E-1,URBANA,OFICINAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
05/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Jueves,8:09,VILLA CAROLINA,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"41,001,000",1
05/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Jueves,10:00,ASENTAMIENTO BRISAS DEL MAGDALENA,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"41,001,000",1
05/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Jueves,10:02,CENTRO,URBANA,CENTRO COMERCIAL,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"41,001,000",1
05/11/2015 12:00:00 AM,NARIÑO,PASTO (CT),Jueves,8:00,PALERMO,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"52,001,000",1
05/11/2015 12:00:00 AM,NORTE DE SANTANDER,OCAÑA,Jueves,15:15,BARRIO CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"54,498,000",1
05/11/2015 12:00:00 AM,SANTANDER,BARBOSA,Jueves,18:01,EL CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,077,000",1
05/11/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Jueves,12:15,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
05/11/2015 12:00:00 AM,SUCRE,SINCELEJO (CT),Jueves,0:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"70,001,000",1
05/11/2015 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Jueves,9:00,BALTAZAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,001,000",1
05/11/2015 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Jueves,11:29,BALTAZAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,001,000",1
05/11/2015 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Jueves,20:55,JORDAN MUTIFAMILIARES,URBANA,CASAS DE HABITACION,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,CONDUCTOR TAXI,"73,001,000",1
05/11/2015 12:00:00 AM,VALLE,CALI (CT),Jueves,0:00,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
05/11/2015 12:00:00 AM,VALLE,CALI (CT),Jueves,9:30,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
05/11/2015 12:00:00 AM,VALLE,CALI (CT),Jueves,17:00,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
05/11/2015 12:00:00 AM,VALLE,PALMIRA,Jueves,1:00,MANTE CLARO (ROZO),URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,520,000",1
05/11/2015 12:00:00 AM,VALLE,YUMBO,Jueves,14:00,PUERTO ISAACS E25,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,892,000",1
04/11/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",2
04/11/2015 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,0:00,LAS TORRES,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
04/11/2015 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Miércoles,12:00,VDA. VILLA DEL RIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"18,001,000",1
04/11/2015 12:00:00 AM,CAUCA,POPAYÁN (CT),Miércoles,10:40,MODELO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"19,001,000",1
04/11/2015 12:00:00 AM,CESAR,VALLEDUPAR (CT),Miércoles,0:00,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"20,001,000",1
04/11/2015 12:00:00 AM,CÓRDOBA,LORICA,Miércoles,0:00,CHIMALITO,URBANA,VIAS PUBLICAS,ARTÍCULO 269D. DAÑO INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"23,417,000",1
04/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,8:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
04/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,13:30,7 DE AGOSTO E-12,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
04/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,15:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
04/11/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,21:24,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
04/11/2015 12:00:00 AM,HUILA,NEIVA (CT),Miércoles,9:30,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
04/11/2015 12:00:00 AM,META,VILLAVICENCIO (CT),Miércoles,0:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
04/11/2015 12:00:00 AM,META,VILLAVICENCIO (CT),Miércoles,11:30,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
04/11/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Miércoles,20:00,EL DANUBIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
04/11/2015 12:00:00 AM,SANTANDER,BARRANCABERMEJA,Miércoles,8:00,ALTOS DEL CAMPESTRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,081,000",1
