FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,DELITO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,CODIGO DANE,2015
03/04/2015 12:00:00 AM,CAUCA,POPAYÁN (CT),Viernes,14:30,MODELO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"19,001,000",1
03/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,19:00,LOS CEDRITOS E-1,URBANA,SUPERMERCADOS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
03/04/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Viernes,14:56,SECTOR PLAZA DE BOLIVAR,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
03/04/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,0:00,NUEVO SOTOMAYOR,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
03/04/2015 12:00:00 AM,SANTANDER,FLORIDABLANCA,Viernes,20:58,CAÑAVERAL,URBANA,CENTRO COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,276,000",1
03/04/2015 12:00:00 AM,SANTANDER,TONA,Viernes,14:30,CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"68,820,000",1
03/04/2015 12:00:00 AM,VALLE,CALI (CT),Viernes,0:00,SANTA RITA E2,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
03/04/2015 12:00:00 AM,VALLE,CALI (CT),Viernes,10:00,SIN ESPECIFICAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
03/04/2015 12:00:00 AM,VALLE,CALI (CT),Viernes,16:53,CIUDADELA FLORALIA II (6-9),URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
02/04/2015 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Jueves,9:50,BUENOS AIRES,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
02/04/2015 12:00:00 AM,BOYACÁ,SOGAMOSO,Jueves,0:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"15,759,000",1
02/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
02/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,12:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
02/04/2015 12:00:00 AM,CUNDINAMARCA,MADRID,Jueves,8:00,EL PINAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"25,430,000",1
02/04/2015 12:00:00 AM,HUILA,PITALITO,Jueves,0:00,TRINIDAD,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,551,000",1
02/04/2015 12:00:00 AM,META,GUAMAL,Jueves,12:35,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,318,000",1
02/04/2015 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Jueves,5:00,LOS NARANJOS,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,170,000",1
02/04/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Jueves,8:30,SAN FRANCISCO,URBANA,SUPERMERCADOS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
02/04/2015 12:00:00 AM,SANTANDER,FLORIDABLANCA,Jueves,3:00,CAÑAVERAL,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"68,276,000",1
02/04/2015 12:00:00 AM,SANTANDER,FLORIDABLANCA,Jueves,7:27,CASCO ANTIGUO DE FLORIDABLANCA,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,276,000",1
02/04/2015 12:00:00 AM,SANTANDER,SIMACOTA,Jueves,14:00,VRDA  PUENTE OPON,RURAL,"COLEGIOS, ESCUELAS",ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"68,745,000",1
02/04/2015 12:00:00 AM,VALLE,CALI (CT),Jueves,10:30,LA MERCED E3,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
02/04/2015 12:00:00 AM,VALLE,CALI (CT),Jueves,13:30,CIUDADELA FLORALIA E6,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
02/04/2015 12:00:00 AM,VALLE,YUMBO,Jueves,12:05,LAS AMERICAS E25,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,892,000",1
01/04/2015 12:00:00 AM,ANTIOQUIA,BELLO,Miércoles,6:37,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
01/04/2015 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Miércoles,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",3
01/04/2015 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,1:40,LAS TORRES,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
01/04/2015 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Miércoles,0:00,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"13,001,000",1
01/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
01/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
01/04/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,11:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
01/04/2015 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Miércoles,11:30,SAN FRANCISCO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,CONDUCTOR TAXI,A PIE,"44,001,000",1
01/04/2015 12:00:00 AM,HUILA,NEIVA (CT),Miércoles,0:00,SANTA LUCIA,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
01/04/2015 12:00:00 AM,MAGDALENA,FUNDACIÓN,Miércoles,10:00,LA ESMERALDA (C-2),URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"47,288,000",1
01/04/2015 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Miércoles,0:00,RIVERA DEL RIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"47,001,000",1
01/04/2015 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Miércoles,0:00,RIVERA DEL RIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"47,001,000",1
01/04/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Miércoles,7:00,CIUDAD BOQUIA,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
01/04/2015 12:00:00 AM,RISARALDA,PEREIRA (CT),Miércoles,10:00,ALBANIA,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
01/04/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Miércoles,0:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
01/04/2015 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Miércoles,16:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
01/04/2015 12:00:00 AM,VALLE,CALI (CT),Miércoles,0:00,CIUDAD CORDOBA E15,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
01/04/2015 12:00:00 AM,VALLE,CALI (CT),Miércoles,0:00,LILI E17,URBANA,APARTAMENTO EN CONJUNTO CERRADO,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
01/04/2015 12:00:00 AM,VALLE,CALI (CT),Miércoles,17:00,COMPARTIR E21,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
01/04/2015 12:00:00 AM,VALLE,TULUÁ,Miércoles,14:00,El Centro,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,834,000",1
31/03/2015,ANTIOQUIA,BELLO,Martes,0:00,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
31/03/2015,ANTIOQUIA,ITAGUI,Martes,12:00,YARUMITO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,360,000",1
31/03/2015,ANTIOQUIA,MEDELLÍN (CT),Martes,12:47,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
31/03/2015,ATLÁNTICO,BARRANQUILLA (CT),Martes,12:00,LUCERO,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"8,001,000",1
31/03/2015,CÓRDOBA,MONTERÍA (CT),Martes,0:00,LA GRANJA,URBANA,CASAS DE HABITACION,ARTÍCULO 269D. DAÑO INFORMÁTICO,NO REPORTADO,A PIE,A PIE,"23,001,000",1
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",2
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,9:00,BONANZA E-10,URBANA,CENTRO COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,13:38,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
31/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,14:30,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
31/03/2015,HUILA,NEIVA (CT),Martes,0:00,COLMENAR ETAPA I,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
31/03/2015,MAGDALENA,CIÉNAGA,Martes,9:02,JARDIN,URBANA,OFICINAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"47,189,000",1
31/03/2015,META,GRANADA,Martes,13:30,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,313,000",1
31/03/2015,META,VILLAVICENCIO (CT),Martes,10:50,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
31/03/2015,NORTE DE SANTANDER,CÚCUTA (CT),Martes,19:30,BARRIO NIZA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"54,001,000",1
31/03/2015,PUTUMAYO,MOCOA (CT),Martes,19:58,EL PROGRESO,URBANA,PELUQUERIA Y SIMILARES,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"86,001,000",1
31/03/2015,SANTANDER,BUCARAMANGA (CT),Martes,8:45,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
31/03/2015,SANTANDER,BUCARAMANGA (CT),Martes,9:30,LA CONCORDIA,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
31/03/2015,SANTANDER,BUCARAMANGA (CT),Martes,14:43,SANTANDER,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,NO REPORTADO,NO REPORTADO,NO REPORTADO,"68,001,000",1
31/03/2015,TOLIMA,IBAGUÉ (CT),Martes,0:00,LA POLA,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,0:00,SILOE E20,URBANA,VIAS PUBLICAS,ARTÍCULO 269G. SUPLANTACIÓN DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,8:57,SAN NICOLAS E3,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,10:30,NUEVA TEQUENDAMA E19,URBANA,CLINICAS Y SIMILARES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,10:39,DIAMANTE E13,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,17:00,SAN PEDRO E3,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,18:00,MAYAPAN - LAS VEGAS E17,URBANA,ALMACENES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,19:30,DESEPAZ INVICALI E21,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
31/03/2015,VALLE,CALI (CT),Martes,20:30,CIUDAD CORDOBA E15,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
30/03/2015,ANTIOQUIA,BELLO,Lunes,0:00,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
30/03/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,7:15,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
30/03/2015,BOLÍVAR,CARTAGENA (CT),Lunes,0:00,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"13,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,7:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,11:39,URB. SANTA MARGARITA E-11,URBANA,OFICINAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,13:30,LOS ANDES E-12,URBANA,RESTAURANTES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,13:48,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,14:09,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
30/03/2015,GUAJIRA,DIBULLA,Lunes,14:45,CORREGIMIENTO DE LA PUNTA,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"44,090,000",1
30/03/2015,META,VILLAVICENCIO (CT),Lunes,16:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
30/03/2015,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,12:00,BARRIO CONTENTO,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"54,001,000",1
30/03/2015,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,19:00,BARRIO LA VICTORIA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"54,001,000",1
30/03/2015,NORTE DE SANTANDER,PAMPLONA,Lunes,8:30,BARRIO CENTRO,URBANA,LOCAL COMERCIAL,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"54,518,000",1
30/03/2015,QUINDÍO,ARMENIA (CT),Lunes,16:00,MERCEDES DEL NORTE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"63,001,000",1
30/03/2015,RISARALDA,PEREIRA (CT),Lunes,17:30,SECTOR DE LA JULIA,URBANA,BANCOS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
30/03/2015,SANTANDER,BARRANCABERMEJA,Lunes,11:10,ALTOS DEL CAMPESTRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,081,000",1
30/03/2015,TOLIMA,CAJAMARCA,Lunes,10:36,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,124,000",1
30/03/2015,TOLIMA,IBAGUÉ (CT),Lunes,9:00,BALTAZAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,001,000",1
30/03/2015,TOLIMA,IBAGUÉ (CT),Lunes,12:00,BALTAZAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,001,000",1
29/03/2015,ANTIOQUIA,ITAGUI,Domingo,0:00,YARUMITO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,360,000",1
