FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
17/01/2015,NORTE DE SANTANDER,VILLA DEL ROSARIO,Sábado,REVOLVER,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,"54,874,000",1
17/01/2015,NORTE DE SANTANDER,VILLA DEL ROSARIO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"54,874,000",1
17/01/2015,QUINDÍO,ARMENIA (CT),Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"63,001,000",1
17/01/2015,QUINDÍO,ARMENIA (CT),Sábado,REVOLVER,CON PERMISO,URBANA,BODEGAS Y SIMILARES,"63,001,000",1
17/01/2015,QUINDÍO,ARMENIA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"63,001,000",1
17/01/2015,RISARALDA,LA VIRGINIA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"66,400,000",1
17/01/2015,SANTANDER,BETULIA,Sábado,REVOLVER,SIN PERMISO,RURAL,CARRETERA,"68,092,000",1
17/01/2015,SANTANDER,BUCARAMANGA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,CASA DE LENOCINIO,"68,001,000",1
17/01/2015,SANTANDER,SAN JOAQUÍN,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"68,682,000",1
17/01/2015,SUCRE,SINCELEJO (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"70,001,000",1
17/01/2015,SUCRE,SINCELEJO (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"70,001,000",1
17/01/2015,TOLIMA,IBAGUÉ (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,PANADERIAS,"73,001,000",1
17/01/2015,TOLIMA,LÍBANO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"73,411,000",1
17/01/2015,TOLIMA,RONCESVALLES,Sábado,FUSIL / RIFLE,CON PERMISO,URBANA,VIAS PUBLICAS,"73,622,000",5
17/01/2015,TOLIMA,RONCESVALLES,Sábado,FUSIL / RIFLE,SIN PERMISO,URBANA,VIAS PUBLICAS,"73,622,000",1
